review_id,suggested_decision,human_decision,audience,audience_label,port,type,status,category,question,desc,original_answer,suggested_answer,attachment,source_sheet,date,customer,manager,owner,review_note,score
fb-approval-0151,建议入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；浏览器/网络/缓存；题库/录题/单词书/模考,你好，现在反馈几个学生在初使用系统过程中，遇到地几个问题，以及寻求解决方法： 1.模考过程中， 遇到阅读做完，就卡起，导致模考无法进行 2.口语答完，直接被卡出来，导致没有做完,学生在模考过程中， 遇到1：阅读做完，就卡了，导致模考无法进行 2.口语答完，直接被卡出来，导致没有做完,学生未使用正确的浏览器，建议电脑使用谷歌浏览器,老师，这类情况通常和浏览器兼容性有关，建议学生优先使用 Chrome 浏览器重新进入；如果仍异常，再清理缓存、更换网络后重试。,,企业版用户,2023-07-03 00:00:00,成都石室天府中学,,,,70
fb-approval-0152,建议入库,,student,学生库,学生,使用问题,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；小程序/公众号/二维码,学生反馈提示我扫描微信二维码之后出来的内容是你们后台员工平台， 有虚拟绩效。,学生反馈扫描微信二维码之后出来的是系统测试账号信息,学生应直接扫描小程序二维码,学生应直接扫描小程序二维码,5946fcd81b21a50aed942218476f40d.jpg,客户数据2月,2023-02-04 00:00:00,澜大,,,,70
fb-approval-0153,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；浏览器/网络/缓存,现在这个预览的按钮是不好用的诶,布置作业时的预览,老师使用的浏览器不对，电脑用的safari,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2023-02-04 00:00:00,oasis,,,,70
fb-approval-0154,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；浏览器/网络/缓存,现在这个预览的按钮是不好用的诶,布置作业时，按了预览按钮没反应,老师使用的浏览器不对，建议电脑使用谷歌浏览器,老师，这类情况通常和浏览器兼容性有关，建议学生优先使用 Chrome 浏览器重新进入；如果仍异常，再清理缓存、更换网络后重试。,,客户数据2月,2023-02-04 00:00:00,oasis,,,,70
fb-approval-0155,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；班级/排课/课时/考勤,哈喽我想问一下，如果我把一个学生账号现在从托福转到sat，然后过一段时间再转回托福的话，他托福部分的刷题记录还会在吗,学生转班后之前的刷题记录还在吗,同一个学生的话，可以不转，直接新增加一个sat班级，然后同时在两个班级,老师，您可以先检查班级课时、学生所在班级和转入班级配置是否完整；如果提示无剩余课时，通常需要先确认目标班级是否设置了总课时。,,企业版用户,2023-08-04 00:00:00,兰曦,,,,70
fb-approval-0156,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；班级/排课/课时/考勤,李老师，咨询一个问题，咱们的系统不是可以线上授课吗，假设班课学员是20人，我需要给这20个人全部开通账号，她们才能参与到班课上课是吗那这20个人怎么跟班课课表做关联呢,"假设班课学员是20人，需要给这20个人全部开通账号，才能参与到班课上课是吗,怎么跟班课课表做关联",需要开普通账号，创建1个线上授课班，把20个学员都拉进班级内，依次排线上课,需要开普通账号，创建1个线上授课班，把20个学员都拉进班级内，依次排线上课,,企业版用户,2023-06-12 00:00:00,津桥,,,,70
fb-approval-0157,建议入库,,teacher,老师库,老师,使用问题,已处理,账号登录/密码/手机号；班级/排课/课时/考勤,我把夏晓言的账号改成了陈启航 然后就出现了两个陈启航 手机号码一样的,老师把其他学生的信息改到不用了的学生账号上面,之前的学生有两个班级，改了信息之后，也会存在两个班级,之前的学生有两个班级，改了信息之后，也会存在两个班级,,企业版用户,2023-02-28 00:00:00,独角兽,,,,70
fb-approval-0158,建议入库,,teacher,老师库,老师,使用问题,已处理,账号登录/密码/手机号；班级/排课/课时/考勤,我把夏晓言的账号改成了陈启航 然后就出现了两个陈启航 手机号码一样的,老师把其他学生的信息改到不用了的学生账号上面，变成了两个班级,之前的学生有两个班级，改了信息之后，也会存在两个班级,老师，您可以先检查班级课时、学生所在班级和转入班级配置是否完整；如果提示无剩余课时，通常需要先确认目标班级是否设置了总课时。,,客户数据2月,2023-02-28 00:00:00,独角兽,,,,70
fb-approval-0159,建议入库,,academic,教务库,教务,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤,A同学和B同学一起组班上英语课，同时A同学跟C同学也是一起组班上数学课的（也就是说A同学分别跟B和C同学组班上不同的课），但中途A同学因为时间原因不能再跟C同学上课，他要插班进去别的数学班课。 1.请问这个情况要怎么操作吗？（A同学和C同学一起上几节课，之后的课程插班进新的班级） 2.A同学插班进新的班级后，原来和C同学一起上课的记录还有吗？就是课程信息包括课后反馈这些。,学生转班怎么操作，转班之后之前班级的上课记录还有吗,在班级管理页面操作，转班之后，只要不将学生移除班级，原来的上课记录都是有的,老师，您可以先检查班级课时、学生所在班级和转入班级配置是否完整；如果提示无剩余课时，通常需要先确认目标班级是否设置了总课时。,,企业版用户,2023-06-29 00:00:00,BEST,,,,69
fb-approval-0160,建议入库,,academic,教务库,教务,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤,学生转班到了另一个班，但是前一个班的做题记录全都没有了,学生转班之后，之前的做题记录全都没有了，怎样操作才能保留之前班级的答题记录？,直接在原班级中选择转班状态会变成一转班这个班级的作业还是会保留的那是如果移出了班级就没有办法保留,老师，您可以先检查班级课时、学生所在班级和转入班级配置是否完整；如果提示无剩余课时，通常需要先确认目标班级是否设置了总课时。,,企业版用户,2023-06-03 00:00:00,峰树,,,,69
fb-approval-0161,建议入库,,academic,教务库,教务,操作疑问,已处理,账号登录/密码/手机号；权限/角色/公池,你好，老师，请问从非VIP账户转成VIP ，号码已在用户池占用，请问如何建立账号可以关联过往【非VIP账户】上课信息；,非VIP账户转成VIP ，号码已在用户池占用怎么处理,可以在公池搜索该被占用的号码，然后修改这个号码的任意数字，再将回到学员编辑这里，将非vip学生转为vip,老师，题库类作业需要学生账号是 VIP 才能完成。如果学生不是 VIP，学生端可能看不到或无法进入作业，需要先确认学生账号权限。,,企业版用户,2023-04-10 00:00:00,洒脱,,,,69
fb-approval-0162,建议入库,,academic,教务库,教务,使用问题,已处理,账号登录/密码/手机号；权限/角色/公池,有没有老师帮我答疑一下，感谢！校校添加新学生显示手机号码已被占用，搜索却搜不到？,添加新学生显示手机号码已被占用，搜索不到,该手机号码在公池里被占用了，可以将公池里的潜客转为正式学员再修改学生信息，或者把公池里该潜客的手机号修改一下,该手机号码在公池里被占用了，可以将公池里的潜客转为正式学员再修改学生信息，或者把公池里该潜客的手机号修改一下,,企业版用户,2023-03-22 00:00:00,澜大,,,,69
fb-approval-0163,建议入库,,academic,教务库,教务,操作疑问,已处理,账号登录/密码/手机号；权限/角色/公池；题库/录题/单词书/模考,请问Nancy的账号下，学员找到了，但是模考成绩这里似乎没有。是只有校长账号下才能看，还是我没找对地方呢？,教务如何查看学生入学模考成绩,用销售管理员或者校长的账号在公池中可以查看学生的入学模考,用销售管理员或者校长的账号在公池中可以查看学生的入学模考,,企业版用户,2023-09-21 00:00:00,诺亚,,,,69
fb-approval-0164,建议入库,,academic,教务库,教务,操作疑问,已处理,账号登录/密码/手机号；权限/角色/公池；题库/录题/单词书/模考,我们想用校校的题库功能，但是导航栏没有题库怎么办？,校校的题库功能如何使用，导航栏没有题库,需要给账号添加一个老师身份，切换至老师身份就可以看到,需要给账号添加一个老师身份，切换至老师身份就可以看到,,企业版用户,2023-05-11 00:00:00,享叮咚,,,,69
fb-approval-0165,建议入库,,student,学生库,学生,使用问题,已处理,音频/录音/听力；浏览器/网络/缓存,音频开始卡了，播放不了2021年真题6,2021年真题六的音频无法播放,学生使用的不是谷歌浏览器，建议使用谷歌浏览器。,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,,企业版用户,2023-06-04 00:00:00,兰羲,,,,69
fb-approval-0166,建议入库,,student,学生库,学生,使用问题,已处理,音频/录音/听力；浏览器/网络/缓存,老师，裴子谦，做听力真题，一直加载不出来，啥原因？不是苹果系统,,1.是否使用的谷歌浏览器 2.网络是否稳定 解决：可以更换网络再次尝试，如果更换了网络还是不行的话，可以清理浏览器缓存试试,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,,企业版用户,2023-02-04 00:00:00,奇睿思,,,,69
fb-approval-0167,建议入库,,student,学生库,学生,使用问题,已处理,音频/录音/听力；浏览器/网络/缓存,老师，学生口语录不进去的问题有哪些解决方法？,学生口语录音没声音,学生使用的微信浏览器，建议使用谷歌浏览器。,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,,企业版用户,2024-03-31 00:00:00,新航道,,,,69
fb-approval-0168,建议入库,,student,学生库,学生,使用问题,已处理,音频/录音/听力；浏览器/网络/缓存,老师，裴子谦，做听力真题，一直加载不出来，啥原因？不是苹果系统,学生做听力真题，一直加载不出来,1.是否使用的谷歌浏览器 2.网络是否稳定 3可以清理浏览器缓存,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,,客户数据2月,2023-02-04 00:00:00,奇睿思,,,,69
fb-approval-0169,建议入库,,student,学生库,学生,使用问题,已处理,音频/录音/听力；浏览器/网络/缓存；题库/录题/单词书/模考,雅思模考有音频放不出来，麻烦看下是不是端口的问题,学生使用手机答题，音频加载不出来,建议使用电脑 谷歌浏览器或者ipad safari浏览器答题,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,,企业版用户,2023-03-09 00:00:00,峰杰,,,,69
fb-approval-0170,建议入库,,student,学生库,学生,使用问题,已处理,音频/录音/听力；浏览器/网络/缓存；题库/录题/单词书/模考,家长做测试系统一直卡顿，无法录音,入学模考，学生点击录音无反应,这个学生在答题过程中，可能使用了搜狗浏览器去答题（21号晚上的时候)，所以录不了音，可能与浏览器有关,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,,企业版用户,2023-02-23 00:00:00,小苏国际,,,,69
fb-approval-0171,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤,上完了课，首页没有待反馈,上完了课，首页没有待反馈课程,因为学生入班时间晚于上课时间，所以首页待反馈没有显示，可以在班级管理或者学员管理填写反馈,因为学生入班时间晚于上课时间，所以首页待反馈没有显示，可以在班级管理或者学员管理填写反馈,,企业版用户,2023-09-24 00:00:00,阿基米德,,,,69
fb-approval-0172,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤,你好，我在自己的账户里面新建了常用作业，如何分享给机构里的其他老师？,如何把作业分享给其他老师布置,助教点击作业管理 选择再次布置 布置给别的班级,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2023-09-12 00:00:00,壹橙,,,,69
fb-approval-0173,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤,这个作业布置完之后能不能设置下改个名字？,已布置的作业如何修改名称？,作业名称可以在概览修改布置给其他班级，或者再次布置的时候也可以修改,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2023-09-07 00:00:00,美言,,,,69
fb-approval-0174,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤,我用组题的方式布置的作业可以共享给其他老师吗？就是用和我组的题一样,其他老师可以使用已布置过的作业吗,可以在常用作业班级作业里选择已布置的作业，再次下发,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2023-06-07 00:00:00,孚外,,,,69
fb-approval-0175,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤,如果一个班级中之前已经布置了多次作业（每天50个单词听写），系统自动每天发布，后面班级中又加入了新学员，新学员会收到之前布置的作业吗？,一个班级中之前已经布置了多次作业，新入班的学生可以看到之前的作业吗,如果在布置作业时，是给全班布置的（没有指定布置给哪些学生），新入班的学员，就可以收到之前布置的,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2023-04-11 00:00:00,英卓,,,,69
fb-approval-0176,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤,老师们好 请问怎么可以把常用作业只布置给某个同学？或者复制之前的一个班级作业给某个同学？,如何把已经布置过的作业再布置给某个学生,可以在作业管理页面选择之前的作业，点击再次布置，可以选择布置给某个学生,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2023-03-17 00:00:00,执信,,,,69
fb-approval-0177,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤,老师，请问下现在更新后的任务作业在哪里布置啊,,添加任务在学员管理，课表任务下方就可以添加啦,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2023-02-09 00:00:00,飞虎,,,,69
fb-approval-0178,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤,请问教研里布置好的作业如何下发给学员呢 没有找到？,如何关联作业大纲,在班级里，选择好班级后点击右侧的作业大纲关联下发,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2024-05-18 00:00:00,美世,,,,69
fb-approval-0179,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤,老师，请问下现在更新后的任务作业在哪里布置啊,更新后的任务作业在哪里布置,添加任务在学员管理，课表任务下方就可以添加啦,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,客户数据2月,2023-02-09 00:00:00,飞虎,,,,69
fb-approval-0180,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；小程序/公众号/二维码,请问学生完成作业后，我们老师端是不能收到提醒的对吗？为什么有些老师能收到，有些收不到？,学生完成作业后，有些老师可以收到提醒，有些老师收不到,需要确认一下老师是否绑定的公众号以及布置作业的老师是不是该老师，或者是否是给班级助教,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2023-06-07 00:00:00,孚外,,,,69
fb-approval-0181,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；小程序/公众号/二维码,如果学生有提交作业，老师会在他的小程序收到学生交作业的提醒吗？,学生提交作业，老师会在小程序收到学生交作业的提醒吗,学生完成作业，小程序不会有提醒，在公众号会有通知，可以让老师绑定公众号 学生完成作业之后，布置该作业的老师，和班级助教会收到公众号通知,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2023-04-06 00:00:00,英卓,,,,69
fb-approval-0182,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,您好，请问系统上GRE的作业内容如何布置呢？,系统上GRE的作业内容如何布置,创建GRE课程，关联GRE题库，创建GRE班级，将老师和学生加入班级，即可布置,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2024-01-11 00:00:00,悠学辉,,,,69
fb-approval-0183,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,你好，请问一下如何在系统上面批量布置不同班级的学生作业？,如何在系统上面批量布置不同班级的相同内容的学生作业,可以在题库里选择内容后布置给多个班级，或者先布置一个班级的作业，在作业管理里面进行再次布置,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2023-07-24 00:00:00,微果,,,,69
fb-approval-0184,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,从哪个入口进入可以批改呢？我点开查看详情是批改不了的。,老师如何批改其他老师布置的模考,点击查看详情，再点击学生姓名，可以到结果页修改，或者在班级里点击学生作业状态进入作业结果页修改,点击查看详情，再点击学生姓名，可以到结果页修改，或者在班级里点击学生作业状态进入作业结果页修改,,企业版用户,2023-06-29 00:00:00,一合,,,,69
fb-approval-0185,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,你好 请问在哪里能看到pte的题库？,在哪里能看到pte的题库,目前PTE题目还没有开放到系统题库这里（后续会更新），所以需要老师建立一个PTE班级，关联pte题库，可以在布置作业页面查看,目前PTE题目还没有开放到系统题库这里（后续会更新），所以需要老师建立一个PTE班级，关联pte题库，可以在布置作业页面查看,,企业版用户,2023-05-10 00:00:00,利博塔,,,,69
fb-approval-0186,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,请问一个学生如果放在托福的分类之下，布置作业的时候是否无法选择雅思/act其他考试的题库？能把科目开放为自由吗？,学生如果放在托福的班级下，布置作业的时候需要涉及到不同学科的题目,基础练习是不分科目的，只有真题类的需要分开操作，解决方案是可以一个同学在多个班级，分不同班级完成不同真题科目作业,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,企业版用户,2023-04-05 00:00:00,方隅,,,,69
fb-approval-0187,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,请问咱们ket的模考为什无法布置,无法布置ket模考题,需要教务在课程页面看下该班级对应课程是否有关联ket题库,需要教务在课程页面看下该班级对应课程是否有关联ket题库,,企业版用户,2024-05-17 00:00:00,琢思,,,,69
fb-approval-0188,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；班级/排课/课时/考勤；题库/录题/单词书/模考,您好我看那个校校里机构题库没有pte 只有入学模考的界面有，可以方便帮我们加入机构题库吗？还有多邻国这些还有就是入学模考那个界面，推荐人可否填老师，我看一直都是只有顾问老师,如何布置pte题库,pte需要教务创建pte课程和班级，老师在布置作业页面查看,pte需要教务创建pte课程和班级，老师在布置作业页面查看,,企业版用户,2024-05-30 00:00:00,津桥,,,,69
fb-approval-0189,建议入库,,teacher,老师库,老师,使用问题,已处理,账号登录/密码/手机号；权限/角色/公池,李老师您好，请问为什么后台配置了考试，再从学生端登录后什么都没有呢,老师测试潜客答题，出现结果页,老师登陆了老师端，又登了学生端。身份有重叠,老师登陆了老师端，又登了学生端。身份有重叠,,企业版用户,2023-09-27 00:00:00,学而思,,,,69
fb-approval-0190,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；权限/角色/公池；题库/录题/单词书/模考,学生账号看不到写作分数，老师账号能看到。 有什么办法让学生直接看到分数，一定要发布成绩才能同步吗,有什么办法让学生直接看到分数，一定要发布成绩才能同步吗,开启了模考成绩审核发布需要发布成绩学生才能看到,开启了模考成绩审核发布需要发布成绩学生才能看到,,企业版用户,2023-05-24 00:00:00,光禾,,,,69
fb-approval-0191,建议入库,,teacher,老师库,老师,操作疑问,已处理,账号登录/密码/手机号；权限/角色/公池；题库/录题/单词书/模考,如何把题库 对学生进行开放呢,如何开放题库给学生,1. 先在教务/校长管理员账号的“员工”里面，给老师添加“开放题库”的权限 2. 登录老师账号，在“题库”中设置开放题目 3. 如果需要某个科目题目全开放，直接跟我们说，后台这边帮您操作全开放,1. 先在教务/校长管理员账号的“员工”里面，给老师添加“开放题库”的权限 2. 登录老师账号，在“题库”中设置开放题目 3. 如果需要某个科目题目全开放，直接跟我们说，后台这边帮您操作全开放,,企业版用户,2024-08-24 00:00:00,芝青藤,,,,69
fb-approval-0192,建议入库,,principal,校长库,校长,操作疑问,已处理,账号登录/密码/手机号；作业/布置/批改/反馈；题库/录题/单词书/模考,老师 如何改变学生们的正式会员那个分类？（年度/季度/非VIP学员），非vip会员可否布置作业？,学生类型如何调整,非VIP学生可以转VIP学生，但VIP学生不可转非VIP学生，非VIP无法做题库作业,老师，题库类作业需要学生账号是 VIP 才能完成。如果学生不是 VIP，学生端可能看不到或无法进入作业，需要先确认学生账号权限。,21f58c8be8c5e75aad2874e9ac7bf82.png,企业版用户,2023-07-28 00:00:00,领世贵学,,,,68
fb-approval-0193,建议入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；权限/角色/公池,"有学生反馈练习正常提交后,后半部分系统答案显示没提交上呢,但是在做练习时是做了的,我这看录屏也是看不到后半部分做题回看,是什么原因呀?",,18题开始就没做了，倒计时快结束就交卷了，答题时常为0,18题开始就没做了，倒计时快结束就交卷了，答题时常为0,,企业版用户,2023-02-15 00:00:00,南京学了么,,,,68
fb-approval-0194,建议入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；权限/角色/公池,"有学生反馈练习正常提交后,后半部分系统答案显示没提交上呢,但是在做练习时是做了的,我这看录屏也是看不到后半部分做题回看,是什么原因呀?","学生反馈练习正常提交后,后半部分系统答案显示没提交上",18题开始就没做了，倒计时快结束就交卷了，答题时常为0,18题开始就没做了，倒计时快结束就交卷了，答题时常为0,,客户数据2月,2023-02-15 00:00:00,南京学了么,,,,68
fb-approval-0195,建议入库,,student,学生库,学生,使用问题,已处理,账号登录/密码/手机号；浏览器/网络/缓存,请问学生苹果电脑更新好后就上不去咱们系统了，账号没过期,,学生没使用Google浏览器,学生没使用Google浏览器,36b7398501d7a853f3324c0e833253ad.mp4,企业版用户,2023-02-25 00:00:00,唯学,,,,68
fb-approval-0196,建议入库,,student,学生库,学生,使用问题,已处理,账号登录/密码/手机号；浏览器/网络/缓存,请问学生苹果电脑更新好后就上不去咱们系统了，账号没过期,学生苹果电脑更新好后就登上不去系统,学生没使用Google浏览器,学生没使用Google浏览器,36b7398501d7a853f3324c0e833253ad.mp4,客户数据2月,2023-02-25 00:00:00,唯学,,,,68
fb-approval-0197,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；权限/角色/公池,你好，我想请问一下，多次布置的单词作业的具体操作，我们一直尝试都不成功，不知道是哪个部门的问题。,当多次单词作业布置完后，在作业列表看不到,多次单词下发时间为凌晨12:05，在作业列表无法提前看到,老师，您可以先检查三点：学生是否在对应班级里、作业布置对象是否包含该学生、学生账号是否有做题权限。确认后让学生端刷新或重新登录再看。,,企业版用户,2023-05-23 00:00:00,微果,,,,68
fb-approval-0198,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；权限/角色/公池,老师身份系统里面，有一个黑板报，这个一般可以发布什么内容啊？,老师身份系统里面，有一个黑板报，可以发布什么内容,黑板报可以发布一些通知，考试安排，活动，或者一些日常记录，学生可以在黑板报和老师互动（评论，点赞）老师布置新作业之后也会自动发布到黑板报,黑板报可以发布一些通知，考试安排，活动，或者一些日常记录，学生可以在黑板报和老师互动（评论，点赞）老师布置新作业之后也会自动发布到黑板报,,企业版用户,2023-04-11 00:00:00,英卓,,,,68
fb-approval-0199,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；权限/角色/公池,班主任老师布置的口语作业 我系统里看不到 但是班主任老师能看到,,老师看不见其他老师布置的作业，可以先按时间排序一下全部作业,老师，您可以先检查三点：学生是否在对应班级里、作业布置对象是否包含该学生、学生账号是否有做题权限。确认后让学生端刷新或重新登录再看。,,企业版用户,2023-02-03 00:00:00,澜大,,,,68
fb-approval-0200,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；权限/角色/公池,班主任老师布置的口语作业 我系统里看不到 但是班主任老师能看到,班主任老师布置的口语作业，其他老师看不到,老师看不见其他老师布置的作业，可以先按时间排序一下全部作业,老师，您可以先检查三点：学生是否在对应班级里、作业布置对象是否包含该学生、学生账号是否有做题权限。确认后让学生端刷新或重新登录再看。,,客户数据2月,2023-02-03 00:00:00,澜大,,,,68
fb-approval-0201,建议入库,,teacher,老师库,老师,操作疑问,已处理,作业/布置/批改/反馈；权限/角色/公池；小程序/公众号/二维码,小程序不能看到完整的单词列表,学生在小程序做完单词作业看不到单词列表,小程序上查看单词结果解析需要一个一个查看，电脑或者平板上可以看到完整的结果页,老师，您可以先检查三点：学生是否在对应班级里、作业布置对象是否包含该学生、学生账号是否有做题权限。确认后让学生端刷新或重新登录再看。,,企业版用户,2023-04-12 00:00:00,诺得,,,,68
fb-approval-0202,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；权限/角色/公池；题库/录题/单词书/模考；小程序/公众号/二维码,托福写作模考系统上语法错误和字数统计都看不到了，请问咋回事啊,学生作业生成二维码后，扫二维码看不到写作的成绩,开了模考成绩审核后发布，需要老师在结果页点击发布成绩,老师，您可以先检查三点：学生是否在对应班级里、作业布置对象是否包含该学生、学生账号是否有做题权限。确认后让学生端刷新或重新登录再看。,,企业版用户,2023-08-11 00:00:00,守壹私塾,,,,68
fb-approval-0203,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；音频/录音/听力；题库/录题/单词书/模考,听力学科词汇这几个单词显示错误哈,学生的单词作业批改错误,单词书内容，未上传单词释义,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,"c9fb51fa1c82319d335119bdb10c55c.png,87b3e27aa744636699f3acd7c3d0aca.png",企业版用户,2024-09-04 00:00:00,新航道济南,,,,68
fb-approval-0204,建议入库,,teacher,老师库,老师,使用问题,已处理,账号登录/密码/手机号；浏览器/网络/缓存,今天为什么老是登录被踢出去？出什么问题了吗系统？,老师端显示鉴权失败,同一浏览器多个网页登录是不行的,同一浏览器多个网页登录是不行的,6378dc2d49488b3f10e88b7e7cc8e26.png,企业版用户,2023-08-24 00:00:00,thinkalike,,,,68
