audience,port,type,question,desc,answer,attachment,bucket,categories
teacher,老师,其他,老师您好 这套题学生9月份做过 但是昨晚布置的时候显示没有做过 现在他做了两遍但是系统这边还显示只布置过一次 麻烦老师看一下,学生作业做过两次，作业布置只显示一次,模考布置次数，是跟班级挂钩的，这两个作业，是在不同的班级下,"da346568227b1fcc32563b0e527264a.jpg,62b525fe3e8f8491ea7499645dc8afd.jpg,b9eb55996634405bbbe9731ea72e208.jpg",review_rewrite_needed,"['作业/布置/批改/反馈', '班级/排课/课时/考勤', '题库/录题/单词书/模考']"
student,学生,其他,学生反应模考时口语task4的时候听力播放到一半卡顿，然后就会进入写作，综合写作的听力也是放一半,学生答题音频播放到一半会暂停，录屏显示音频播放有倒计时,未复现,"50b29b891ae67bebdb38cb74a74e974d.mp4,1db1b3fe94fc238de06d6e3af1501a8a.mp4",review_rewrite_needed,"['音频/录音/听力', '题库/录题/单词书/模考']"
academic,教务,其他,李老师，我这为啥输不了账号了新增学员，无法输入手机号,教务新增学生账号，填写不了学生号码,没有学生联系方式查看的权限,251f259f26f08cd62075e2b45f3a2de.png,review_rewrite_needed,"['账号登录/密码/手机号', '权限/角色/公池']"
academic,教务,其他,老师，同一个学生，在班级查看和学员查看的，为什么课时不一致呢,学生班级课时和学员管理课时不一致,学生订单里有6个课时是赠送的，班级总课时显示14.5（班级课时可以编辑），赠送课时是不算课消的，但是前提是要排成赠送课程,,review_rewrite_needed,"['班级/排课/课时/考勤', '订单/合同/报课/收费']"
teacher,老师,其他,老师 这个pte模考学生做完了怎么没有判分呀,pte模考口语写作没有分数,pte布置作业时没有智能智能批改按钮,,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,使用问题,您好，这三份练习孩子一直无法交卷，我们也当面确认过换过浏览器，请帮忙强行后台交卷，另外看一下一直无法交卷的具体原因是什么，谢谢,学生交不了卷,用的微信浏览器,,review_rewrite_needed,['浏览器/网络/缓存']
teacher,老师,使用问题,老师们 想问下这个学生的听力作业老师布置好了，教务端和老师端都能看到，为什么学生这里看不到，辛苦帮忙看一下哟,学生看不到作业,学生不是vip账号,,review_rewrite_needed,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '音频/录音/听力', '权限/角色/公池']"
teacher,老师,其他,校校老师，有个学生的反馈记录都没有显示了呢在学员界面能显示，在班级界面没有显示,学生反馈记录在班级页面没有显示，在学员页面有显示,学生状态是已结课,"560754e958e05f684a8fae62beedac7.png,4d4bf765912f85222489232e6541a6a.png",review_rewrite_needed,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
teacher,老师,其他,老师们好，批量布置一周单词这个麻烦给个指引哈现在布置到这里就不会了选择了但是学生那里看不见布置的内容,多次单词布置学生看不到,时间未到,,review_rewrite_needed,"['作业/布置/批改/反馈', '权限/角色/公池']"
teacher,老师,其他,老师们，xiaoxiao上学生做的测试没有做完，但是有显示学生是做过的，只是我无法查看他的报告，请问是什么原因呀？我怎么可以查看到报告嘛？,查找不到学生入学模考,学生使用的其他号码,,review_rewrite_needed,['题库/录题/单词书/模考']
student,学生,使用问题,这个交不了卷，请问是什么回事？,学生逐句精听提交不了,浏览器使用不对,52b0c7ac7e1f436e47225a2b8f55a896.mp4,review_rewrite_needed,['浏览器/网络/缓存']
sales,销售,其他,麻烦您帮我看下 为什么我后台写的17200 顾问老师操作转班价格就变了,操作学生转班，入班价格不一样,转班的报名价格参考的是课程价格，不是小程序报课上架那里设置的价格，可以在课程或者直接在转班时修改,89ffc6058ff0e284f5db5d86e3e484d.png,review_rewrite_needed,"['班级/排课/课时/考勤', '订单/合同/报课/收费', '小程序/公众号/二维码']"
teacher,老师,其他,我想问一下 给学生布置词汇作业 选择日期的时候 只能选择明天开始 这样的话学生的界面只能明天才看到吗，这样的话就是我得每天的单词任务都是自己布置对吧,多次单词作业只能布置到明天，如何操作当天的,可以先布置一个今天的，然后剩下的按多次布置,,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,你好，这个模考进行了一半，为啥还是显示未开始啊，不是进行中吗,模考作业学生完成了一半，但是显示未开始,这里的“未开始”，表示:还没有学生完成作业 进行中，表示:有学生完成，但不是所有学生都完成 已完成，表示:所有作业都已经完成,452a842ed19616ed3ec7ece83d13606.png,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,使用问题,老师这个同学的作业界面，好像跟别人不一样看不到分数很完成与否,班级看不到学生成绩,班级没有学生,"cc76528ecbbe74d5031e3b96763ce8b.png,cc76528ecbbe74d5031e3b96763ce8b.png,7d608dabf71a336dda3e76ad502525c.png",review_rewrite_needed,"['作业/布置/批改/反馈', '班级/排课/课时/考勤', '权限/角色/公池']"
sales,销售,其他,这是什么原因,潜客导入提示参数缺失,模板有更新,fd6b2dee274240e27b835db669c1e64.png,review_rewrite_needed,[]
student,学生,其他,一直没有动静不知道是否提交与否，这个应该是普遍现象，好多这种反馈,学生入学模考点击提交，没有反应,浏览器或缓存问题,3050c1d84fa4683472b500ea3f1efbc.jpg,review_rewrite_needed,"['作业/布置/批改/反馈', '浏览器/网络/缓存', '题库/录题/单词书/模考']"
student,学生,其他,您好，我们有个学生的系统做完提交显示空白没做，请问怎么解决呢？家长反馈之前出现过这样的问题，说是因为他们的电脑可能和那个软件不兼容，后来不知道是在后台操作了一下什么，就正常了,学生反馈做了但是系统没数据,学生录屏显示学生快速点击跳过了所有题目，并没有答题,,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,咱们的ACT模考系统，我这边有两个学生反映在模考的时候提交答案失败，有一个做到一半发现选项都没有选上，麻烦你帮忙问下IT，是系统bug还是学生那边的网络问题,学生反映在模考的时候提交答案失败，有一个做到一半发现选项都没有选上,答案提交失败的问题 有可能与登录状态有关（超时），也有可能与网络有关（没发出去）第二个问题，后台看学生有选择的题目都是有记录的，学生在答题过程中有提示网络连接不通，在阅读部分，学生达到阅读passage 3的时候，倒计时已经用完,image.png,review_rewrite_needed,"['账号登录/密码/手机号', '浏览器/网络/缓存', '题库/录题/单词书/模考']"
teacher,老师,其他,托福提高班(2023暑假)-秋天-1V1，这个系统里面怎么看不到做题的成绩,班级看不到学生的答题情况,学生状态是已结课,e67e1400f53e6e9d889ac1b28b7cdb9.png,review_rewrite_needed,"['班级/排课/课时/考勤', '权限/角色/公池']"
student,学生,其他,麻烦老师帮忙看下写作部分，跳不出来书写的界面,托福写作题目显示不全，没有答题框,教研已处理,b406f43f4006f7e15452a836c432b3dc.mp4,review_rewrite_needed,[]
teacher,老师,其他,这几个听力加载不出来 一直转圈圈,结果页音频加载不出来,域名认证问题,70646d0972ef7164426687cdeab0b8c.png,review_rewrite_needed,['音频/录音/听力']
teacher,老师,其他,家长反馈用小程序录口语的时候，录制的时候原音频也开始播放，导致录制时候同时有原音频声音。另外，系统提示已经录完了，但是发现最后一句并没有让学生去录，请问是什么原因呢？,学生反馈小程序口语录音录制的时候原音频也开始播放，还有学生最后一句没录显示已完成,学生在点击下一题到最后一题的时候，没有点击上面录音按钮，直接点击的完成作业,"28f6f8890cc038c8f1fa31f2de3f379.png,566b38bbe848437c659dd4afee50346.png",review_rewrite_needed,"['作业/布置/批改/反馈', '音频/录音/听力', '小程序/公众号/二维码']"
academic,教务,使用问题,托福模考完之后怎么查看成绩？用教务账号做的模考我们是从教务号拷贝了模考链接，然后链接里登教务账号考的,教务测试入学模考，销售端查找不到,教务发送的链接来源为该教务，没有负责销售，校长/销售管理员可以在公池查看,,review_rewrite_needed,"['账号登录/密码/手机号', '权限/角色/公池', '题库/录题/单词书/模考']"
teacher,老师,其他,请问一下给学生布置多次单词任务的时候，显示已发布，但是老师和学生作业界面都没有显示该单词作业，这种情况要怎么处理,多次单词作业发布时间,多次单词作业，第二天开始生效，今晚12点下发第二天的作业,,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,小程序不提醒学生的作业完成情况了,助教公众号没有学生作业完成通知,公众号认证过期,,review_rewrite_needed,"['作业/布置/批改/反馈', '小程序/公众号/二维码']"
student,学生,使用问题,老师好！学生账号这里显示“待复习错词数“，但是左上角的”错词本“空白”，学生账号13928490413，您帮忙请技术看一下,学生无法查看错词本,学生没有班级,"1406d4fc07e599963b946e04abad172.png,1406d4fc07e599963b946e04abad172.png",review_rewrite_needed,"['账号登录/密码/手机号', '班级/排课/课时/考勤']"
teacher,老师,其他,您好，请问学生校校账号过期，这边帮她更新账号以后她看不回之前布置的作业是什么原因？,学生更换了账号，加入原班级后不能看到作业,作业都是单独布置给以前的学生账号的（即指定了学生布置的）其他学生看不到,,review_rewrite_needed,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '班级/排课/课时/考勤', '权限/角色/公池']"
sales,销售,其他,潜客和公池有什么区别？比如我刚录入一个数据Alicia，潜客里面没有显示，公池里面有,潜客和公池有什么区别,潜客只能查看自己在潜客页面添加的数据或者分配的，潜客页面可以调整跟进进度 公池可以查看自己和下属负责的全部数据，管理员/校长可以查看全部，可以分配数据，公池可以操作潜客报课后转正,,review_rewrite_needed,"['订单/合同/报课/收费', '权限/角色/公池']"
academic,教务,其他,你好，我想问一下，咱们排课的时候如果同一个老师那个时间段已经有课，排课的时候时间冲突是没有提示的吗？比如这个雅思阅读，我同一时间排了三次好像都排上了,同一时间的课程没有冲突提示,这个班级是已结课状态，所以不会有冲突提示，所有需要有提示可以修改下班级状态,670c7d12ce1cd70e4c8fcf8723d9549.png,review_rewrite_needed,['班级/排课/课时/考勤']
student,学生,其他,以上两位同学均是使用自己的电脑以及固定浏览器进行过多次模考，网络也没有任何问题，今天同时出现无法上传的问题，请练习技术人员看一下是哪里出现了问题，请尽快修正，这对我们很重要，十分感谢您们，拜托了,口语答题提交失败,阿里云问题,,review_rewrite_needed,"['浏览器/网络/缓存', '题库/录题/单词书/模考']"
student,学生,其他,你好 又收不到验证码了怎么回事,入学模考收不到验证码,阿里云问题,,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,其他,您好，学员做完测试一直显示提交，进后台查看发现四个口语题只录制成功一个，两篇作文只显示一篇，这个有办法帮忙找回吗,老师反馈学生的答案提交了但是后台未显示,学生未交卷，还没提交,,review_rewrite_needed,['作业/布置/批改/反馈']
student,学生,其他,老师，我学生模考的时候口语题进入直接是这个界面👇但是我布置给另外的学生，她进入后不是这个界面，是这样的界面👇，界面中不会出现口语题,学生雅思口语答题是旧的答题页面,学生在答题时点击了跳转到旧的答题页面,bf5840d36c576173fc86e97d47696c6.png,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,其他,老师，可否麻烦听下这个女生的回答，为啥AI给的是4.5，她的这个表现不应该这么低的有点离谱,学生口语分数AI批改过低,重新提交了,,review_rewrite_needed,['作业/布置/批改/反馈']
student,学生,其他,校校的老师好，麻烦帮看一下雅思模考口语部分，这位同学最近几次口语部分进去之后都直接跳到part2,雅思口语答题的时候part1自动跳过,未复现,a2074103c47b85a2251e82d1d5d0d924_.jpg,review_rewrite_needed,['题库/录题/单词书/模考']
student,学生,其他,学生做测试一下跳出这个试题这个是什么情况？家长是用的chrome来做题，告知了家长你们说的问题，家长最后觉得我们系统问题还怪在了学生问题很是不舒服,学生入学模考答题点不了下一题。会跳转翻译页面,学生用的微信浏览器，建议使用谷歌,ea84cb1d66c1cf4299455cf7dac63fe2.mp4,review_rewrite_needed,"['浏览器/网络/缓存', '题库/录题/单词书/模考']"
teacher,老师,其他,老师，部分雅思口语part2题在批改界面没有显示出,雅思口语part2结果页没有显示题目,题目图片录入问题，因该放到材料里,5f23fbbbecde594fc17f0bde1dfa4f9.png,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,操作疑问,您好，想问一下为什么这个学生的账号还没有过期，学员库也能找到，也是有绑定的，但就是布置不了作业和任务呢？,已结课的班级，在作业管理页面布置作业未显示,布置作业这里的班级是不显示已结课的班级的，如果要给已结课的班级布置作业，需要在班级列表去布置,"b9e61e1e97ed8a0b3e8c1ddd625de7a.png,f03be34f31bc66730e75f607e99aae6.png,f03be34f31bc66730e75f607e99aae6.png",review_rewrite_needed,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '班级/排课/课时/考勤']"
student,学生,其他,老师们，麻烦问一下，学生在完成长难句的时候，翻译句子的出现打不进中文翻译，或者打中文翻译有时候，中文的顺序是错的，设备是平板（非苹果的）这是什么原因呀？,学生使用安卓平板，做长难句作业打不进中文翻译，或者打中文翻译有时候，中文的顺序是错的,安卓平板的型号很多，未做到完全兼容，建议使用谷歌浏览器，或者使用手机小程序作答,,review_rewrite_needed,"['作业/布置/批改/反馈', '浏览器/网络/缓存', '小程序/公众号/二维码']"
sales,销售,使用问题,陈慧，13721025299 麻烦老师帮忙查一下学生成绩，做了雅思入学模考三，谢谢~,需要查找入学模考,学生是在上海澜大的系统做的，择校备考系统查不到,,review_rewrite_needed,['题库/录题/单词书/模考']
student,学生,其他,老师，请问下有个学生老师说他做了提交作业了，但是呢我们这边有时候又没有看到作业，之前暑假确实也存在这个问题，就是我们也不好知道他到底有没有做，请问有这种情况吗,学生反馈完成了作业，但是老师端看没有数据,技术后台查看没有收到答题数据,d826ad12e11de5662a778cfc7a01a3d.png,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,我布置作业是给整个班级布置的为啥其他的没有啊,学生端作业没有显示完全,从单词书布置抽查作业和从基础练习布置单词作业在作业板块可以看到的，单词书是单独的板块,fba0bbd2c13310d22441a9161bad661.png,review_rewrite_needed,"['作业/布置/批改/反馈', '班级/排课/课时/考勤', '题库/录题/单词书/模考']"
teacher,老师,操作疑问,哈喽 我们想在校校上给学生布置托福真题测试和练习 要怎么操作呢,如何布置托福真题测试和练习,帮助中心有文档,,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,模考听力没法切换到p3这礼拜出现两次了,学生入学模考听力无法到section3,第一种情况是学生未使用谷歌浏览器，因为目前谷歌浏览器稳定性和兼容性更好，我们一直都是建议使用谷歌浏览器的，其他浏览器在使用的时候也给了提示；第二种情况是学生的电脑页面较小，未显示完全，下面的滚动条可以往后拖拽,,review_rewrite_needed,"['音频/录音/听力', '浏览器/网络/缓存', '题库/录题/单词书/模考']"
teacher,老师,使用问题,您好，请帮忙看一下，我们还是无法布置GRE的模考,布置gre模考作业显示灰色布置不了,"应该是班级没有关联gre题库，需要使用教务校长账号,在课程界面",image.png,review_rewrite_needed,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '班级/排课/课时/考勤', '题库/录题/单词书/模考']"
teacher,老师,其他,请问下这个常用作业 我如何布置给班级指定的一个学生,常用作业如何布置给班级其中一个学生,老师，常用作业只能下发给整个班级的学生。如果要给指定学生布置，您通过【布置作业】单独下发,,review_rewrite_needed,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
teacher,老师,其他,老师这个学生结课模考为什么对15个系统给7分啊,学生雅思阅读对15个给了7分。应该是4.5,技术反馈从后台记录看，这份作业老师在上午的时候，手动打过分（7分）,,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,其他,老师，帮忙看看这个正确率为什么是100%？,学生作业有错题，但是正确率是100%,是按学生做答了的题目算的,c081fe00cee38373e2ab68cb54dcab5.png,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,校校亲 我们老师反馈今早上找不到自携的真题了 A组B组和2023,题库机构题目有缺失,同系统题库问题,,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,其他,您好，麻烦问下单词书里的作业，是不是要每天布置但是也选择不了呀今天还是在list1进行中,已布置的单词书作业，还是list1，是否需要每天布置,单词书下发之后是全部下发，学生自主做答，如果list 1做完并达到解锁标准，list2会自动解锁,,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
sales,销售,使用问题,您好，我们这边昨天有个学员做了小托福模拟卷（第5套），后台查不到记录，我自己刚才试了一下，也没有查到成绩，请帮忙看一下哈,查询入学测试成绩,应该这个账号的权限问题，导致无法查看学生模考。需要校长或者销售管理员身份给账号开通权限,,review_rewrite_needed,"['账号登录/密码/手机号', '权限/角色/公池', '题库/录题/单词书/模考']"
sales,销售,其他,老师，帮忙查一下夏汤杰9月的入学模测及考试链接发一下，我这边看不到,查询入学测试成绩,应该这个账号的权限问题，导致无法查看学生模考。需要校长或者销售管理员身份给账号开通权限,,review_rewrite_needed,"['账号登录/密码/手机号', '权限/角色/公池', '题库/录题/单词书/模考']"
teacher,老师,其他,小托福入学测试第5套，做题时间109分钟跟官方不一样的，可以改一下么,修改入学模考考试建议时间,已经修改成官方115分钟,,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,其他,"老师好,麻烦看下这是什么原因呀?学生反馈口语放不出来,我这试也不行呢",口语加载不出,切换网路,,review_rewrite_needed,"['作业/布置/批改/反馈', '音频/录音/听力']"
teacher,老师,其他,下午好呀， 学生这个答案， 录音好像听着有点像电音， 听不清楚,学生考试的录音不清晰卡顿,老师，这种情况一般是学生设备或耳机的原因。学生是用的电脑端，还是pad？插上或者换个耳机试试,,review_rewrite_needed,['音频/录音/听力']
teacher,老师,其他,这个地方新加入的学生，今天显示不出来学生,布置作业时，班级里显示不出学生,学生需要添加到班级中，老师您登录校长端，点击班级，找到这个班级，点击班级学生，看一下有没有这个学生,,review_rewrite_needed,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '班级/排课/课时/考勤']"
academic,教务,使用问题,老师好，我提交了一个订单，并且已经审批了，销售端里可以看到订单，但是教务排课端搜不到这个学生,教务排课端搜不到这个学生,老师在班级里搜的学生名字需要搜班级名字,1fd0740933d8ca638b8bb0a1ebb0adb.png,review_rewrite_needed,"['班级/排课/课时/考勤', '订单/合同/报课/收费']"
sales,市场,其他,牛学成都的公池里有97条来源是谢伟（市场身份）的数据，谢伟登录账号后，公池线索无数据，看下啥原因。,市场看不到自己在录入到公池的数据,之前的那些线索 是用销售管理员角色录入的，但是 市场角色就只能看到市场角色录入的，所以看不到他用销售管理员录入到公池的那些线索,,review_rewrite_needed,"['账号登录/密码/手机号', '权限/角色/公池']"
teacher,老师,使用问题,老师们我们系统的录题功能关闭了吗？现在无法上传,自有题库文档录入题目出错,文档格式有误,,review_rewrite_needed,['题库/录题/单词书/模考']
sales,销售,其他,您好，这是我的截图，搜我提交的订单看不到,看不到自己录入的订单信息,在教务端创建的订单，没有订单审批的权限就无法手动设置顾问，订单是没有所属顾问的 所以切换到销售角色去看，是看不到那个订单的，因为您不是销售管理员，就只能看到自己负责以及自己下级负责的订单,,review_rewrite_needed,"['订单/合同/报课/收费', '权限/角色/公池']"
teacher,老师,其他,请问词汇页面打不开咋办,用ipad单词书，提示窗口被阻止打开,老师，您在pad的系统设置里，关掉这个按钮就可以了,image.png,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,其他,老师，还有个问题奥，我们老师自己自定义题目给学生下发后，是不是只有老师学生能看到别人都看不到啊,下发的自定义作业除了老师和学生，还有谁能查看,同班的老师助教，教务，校长在学员管理—学生练习情况也可以看到，学生对应的家长端的小程序可查看,,review_rewrite_needed,"['作业/布置/批改/反馈', '权限/角色/公池', '小程序/公众号/二维码']"
teacher,老师,其他,请问目前可以在iPad上上课么？,系统是否支持线上上课,可以的,,review_rewrite_needed,[]
sales,销售,操作疑问,老师。我们想看下这个学生的入学测试，你这边可以看吗，怎么把账号变为销售管理员呢,销售如何查看入学模考,该销售没有入学摩卡哦查看的权限，教务校长可以修改员工账号,,review_rewrite_needed,"['账号登录/密码/手机号', '权限/角色/公池', '题库/录题/单词书/模考']"
sales,销售,操作疑问,hi 请问一下，这个账号怎么延期呀？,如何延期学生账号,教务端的学员管理，操作续期,,review_rewrite_needed,['账号登录/密码/手机号']
teacher,老师,操作疑问,老师们打扰一下，我想问下这个学生如果安排了3种类型的课，我想把课表以日历的形式导出，不是只要一周的数据，要好几个月的这种怎么操作呀,如何导入学生几个月的总课表,在班级，排课这里导出课表，可以选择日期,image.png,review_rewrite_needed,['班级/排课/课时/考勤']
student,学生,其他,您好，想请问一下为什么录音可以转文本，但是录音里确听不到任何声音呢,学生录音是杂音，但是有转文本,录音转文本的原因技术这边反馈是因为第三方软件在某种情况下会把杂音识别为类似人声，会给出一些文本由于学生的设备问题导致杂音太多,,review_rewrite_needed,"['作业/布置/批改/反馈', '音频/录音/听力']"
teacher,老师,其他,目前我用词汇书，但是没有办法看到其他老师布置的词汇任务吗我自己布置的学生可以看见我已经切换助教身份了,单词书不能看到其他老师布置的,老师，助教端这边看不到其它老师布置的单词书，只能看到自己布置的,,review_rewrite_needed,"['作业/布置/批改/反馈', '权限/角色/公池', '题库/录题/单词书/模考']"
teacher,老师,其他,老师 我这个学生说一直卡在写作部分，重新进了也卡 有什么办法吗 如果不测了，能看到听力阅读分数吗,学生答题时做写作卡住，如果不做了可以看到前面听力阅读的分数吗,需要确认下学生是否用的谷歌浏览器，入学模考在公池查看，作业在结果页查看就可以,,review_rewrite_needed,"['作业/布置/批改/反馈', '音频/录音/听力', '浏览器/网络/缓存', '权限/角色/公池', '题库/录题/单词书/模考']"
teacher,老师,其他,老师，我这边有位学生做了测试也再二确认做完试卷后提交了，但是后台看不到,找不到学生的入学模考,合肥校区没有销售管理员，普通销售查不到,,review_rewrite_needed,"['权限/角色/公池', '题库/录题/单词书/模考']"
academic,教务,使用问题,我有一个学生，他的账号里所有的作业都看不到了，是为什么呀,学生账号看不到作业,学生移除了班级,,review_rewrite_needed,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '班级/排课/课时/考勤', '权限/角色/公池']"
student,学生,其他,您好，这边学员反馈系统针对最后1题的填涂记录，在时限内完成答题，然后返回前面的题目查看，提交后，发现最后一题所选答案无法保留。请您们这边查看一下，修复一下，好吗？,机构题库最后一题学生答了但是结果页没记录上,机构题目是在点击下一题按钮的时候去提交作答的，因为最后一道题作答后直接点击了上一题，相当于没有确定提交答案，所有再切回去没有显示作答了,,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,其他,老师，我们有个学生的电脑一直不被录屏，怎么才能解决呀,学生答题没有录屏,技术这边反馈如果学生进行了以下操作，比如：屏蔽某些域名，禁止某些js，手动修改本地js逻辑等，会导致没有录屏,,review_rewrite_needed,['作业/布置/批改/反馈']
academic,教务,使用问题,这个班消课金额为什么是0,学生课消金额为0,订单没关联班级，可以取消重新录入,7d4735a08a35519303f6349022e57c50_.png,review_rewrite_needed,"['班级/排课/课时/考勤', '订单/合同/报课/收费']"
teacher,老师,其他,我这个布置过15次，已经结束了，但是这里的记录是第51个~应该不对呢,单次多层布置没有同步最后布置的单词,单词多次布置不会记录上次的，但是会显示同一本单词书在“单次”布置时已经布置到的单词,,review_rewrite_needed,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,其他,系统内SAT机考6月真题，以及几套OG的题目，module 2都是显示的easier，并没有module 3（harder）版本可选，请问是因为你们这边没有harder版本吗？,SAT机考6月真题，以及几套OG的题目，module 2都是显示的easier，并没有module 3（harder）版本可选,教研部门拿到的真题就是每个部分2个module，就分别录在了routing和easier部分，没有判断难易,,review_rewrite_needed,[]
teacher,老师,使用问题,大家节日快乐，辛苦方便的时候帮我看下，为啥这个学生口语写作作答了，但是系统分数为0呀,学生口语写作作答了，但是系统分数为0,口语写作智能批改没有打开，教务/校长可以在首页设置-教学相关中开启，开启后对新的作业生效,,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,请问这个是怎么回事，一边显示一个人完成，但是详情页里没有分数,学生提交了作业但未显示分数,学生的作答详情里，提交了作业但是未作答,bdd1da68a0bc54bbde2bbb1737d1892.jpg,review_rewrite_needed,['作业/布置/批改/反馈']
teacher,老师,其他,现在模考口语为什么自动打分都是1分，小分都是0分，没有录音转文本,口语没有分数批改,没有打开口语智能批改按钮,,review_rewrite_needed,"['作业/布置/批改/反馈', '音频/录音/听力', '题库/录题/单词书/模考']"
sales,销售,操作疑问,你好 麻烦问一下怎样添加这个学生的负责销售啊,如何分配学生的销售,选中学生，点击分配,image.png,review_rewrite_needed,[]
teacher,老师,其他,系统出了点bug，如果跨越月份留multiple单词，会自动跳到后一个月份...,跨月布置单词作业，布置的时间与显示出来的时间有出入，时间跳转,时差导致，调整电脑时间为北京时间后已解决,,review_rewrite_needed,['作业/布置/批改/反馈']
sales,销售,其他,老师，咱们非vip学员可以安排模考吗？,非vip学员是否可以安排模考作业,非VIP账号无法做题库相关作业,,review_rewrite_needed,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,其他,老师您好，我们有学生做完了托福一整套听力练习，最后3个lecture答案没有被系统记录下来，请问这是什么情况呀,学生做完了作业，但是系统没有记录上,学生答题录屏显示，学生在conversation 2的第一题一直停留，没有作答，后面答题时间结束，自动交卷了,,review_rewrite_needed,"['作业/布置/批改/反馈', '音频/录音/听力']"
principal,校长,使用问题,这个学生显示有点bug，我之前不小心移出 加回来 有三项就是灰色,班级里学生转班，学习报告的按钮是灰色的,学生已经转班了，所以这三个按钮是灰色，如果要重新加入这个班级，可以先将学生移除班级，再重新加入,25281119002a4f7fbe35e4fc7b4f68c.png,review_rewrite_needed,['班级/排课/课时/考勤']
teacher,老师,其他,反馈一下精听的问题哈，有些俩个词的被放在一个空格里面会导致学生们写精听特别耗时去试错哦，能麻烦看看后续怎么调整合适麽,逐句精听，有两个单词连起来的空，学生容易答错,因为特殊标点导致的问题，已经修改,,review_rewrite_needed,['作业/布置/批改/反馈']
principal,校长,其他,我用vip账号登录有扫码页面没进去,家长账号不能登陆系统,家长目前只有小程序和公众号，没有系统，所以只有二维码显示,235b3f3afabe280ebed2d675b40bbe7.jpg,review_rewrite_needed,"['账号登录/密码/手机号', '小程序/公众号/二维码']"
teacher,老师,其他,老师们，学生端二维码时效是几小时，几小时不识别绑定就会过期,学生端绑定公众号二维码时效,二维码时效是24小时。登陆进去如果无操作，6小时后会自动退出,,review_rewrite_needed,['小程序/公众号/二维码']
academic,教务,其他,老师，阅读题中有这个图，但是有个学生用chrome浏览器，显示不出来这个图，麻烦帮忙看看怎么处理,学生模考答题时，图片未加载出来,先刷新网页，再确认一下网络，最后可以清理缓存试试,,review_rewrite_needed,"['音频/录音/听力', '浏览器/网络/缓存', '题库/录题/单词书/模考']"
teacher,老师,操作疑问,hi各位老师早上好，想请问一下家长端绑定校校小程序是怎么操作的呀,家长端绑定校校小程序,已发送文档,,review_rewrite_needed,['小程序/公众号/二维码']
teacher,老师,其他,我们按照系统调好了格式，为啥传不上去？,自有题库录题，文档录入显示保存失败,文档内图片过大，可以先上传文档，再编辑图片,,review_rewrite_needed,['题库/录题/单词书/模考']
teacher,老师,其他,学生反映这项作业音频放不出来是什么原因呀？谷歌浏览器进去的,学生答题音频显示听力音频播放器初始化失败,可以让学生刷新下试下，或者看下电脑在谷歌浏览器上播放其他音频是否正常，如果是家用，办公室用wifi可以重启下路由器,04a6794f15a2060e2b2d9f9bd6b752dc_.png,review_rewrite_needed,"['作业/布置/批改/反馈', '音频/录音/听力', '浏览器/网络/缓存']"
teacher,老师,其他,老师，有个问题，就是全本单词书抽查里面，我选择了35个list，抽查其中100个单词，但是每一次的这100个词汇都是一样的？,单词抽查是随机的还是固定的,单词书目前的抽查是按照正确率的高低设置的，默认选择是正确率最低的单词，不是随机的，基础训练的“单词”是随机的,,review_rewrite_needed,['题库/录题/单词书/模考']
student,学生,其他,学生入学模考显示数据异常,学生入学模考显示数据异常,未复现，可能是网址链接未复制全,f0e058e6e9c9f59a1c20b65be2eeac0.jpg,review_rewrite_needed,['题库/录题/单词书/模考']
