review_id,suggested_decision,human_decision,audience,audience_label,port,type,question,desc,answer,rewrite_hint,attachment,categories,score,review_note
fb-review-056,建议入库,,academic,教务库,教务,操作疑问,我在系统上要新增学员 但是发现录入信息的时候有问题 无法输入手机号,学生账号录入不了手机号,没有学生联系方式查看的权限,没有学生联系方式查看的权限,c8f9b802583c650e70f6b51391ba211.png,"['账号登录/密码/手机号', '权限/角色/公池']",66,
fb-review-057,建议入库,,academic,教务库,教务,操作疑问,你好，我们无法添加学员,教务添加学员时无法填写手机号,账号没有学生联系方式查看的权限,账号没有学生联系方式查看的权限,0b5132e134678c8760e3a9323b74b535.mp4,"['账号登录/密码/手机号', '权限/角色/公池']",66,
fb-review-058,改写后入库,,academic,教务库,教务,使用问题,想问问，ACT的班，布置作业的时候，为什么没有ACT的题型呀？,ACT班级布置作业没有ACT题库,课程未关联对应题库,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,948a8df4ca75b2cb5a2b7642268b6ed.png,"['作业/布置/批改/反馈', '班级/排课/课时/考勤', '题库/录题/单词书/模考']",66,
fb-review-059,改写后入库,,student,学生库,学生,使用问题,学生反应，题库里面的题目，比如较久远的剑桥4，还有海外版的，音频声音太小，另外题目有的点不了,学生答题，题目没有显示,学生用的IE浏览器,学生用的IE浏览器,140ba75fc79baf1c7f9ebfde39be9f61.mp4,"['音频/录音/听力', '浏览器/网络/缓存', '题库/录题/单词书/模考']",66,
fb-review-060,建议入库,,student,学生库,学生,使用问题,昨天有个做托福模拟的最后卡住了老师们能后台看一下吗,学生测试时页面卡住了,入学模考在公池可以看到是否有学生的答题数据的 学生也可以换谷歌浏览器重新进入同一套试卷，一般情况下答题数据会同步的,老师，这类情况通常和浏览器兼容性有关，建议学生优先使用 Chrome 浏览器重新进入；如果仍异常，再清理缓存、更换网络后重试。,,"['浏览器/网络/缓存', '权限/角色/公池', '题库/录题/单词书/模考']",66,
fb-review-061,改写后入库,,student,学生库,学生,使用问题,试了很多次等了很久还是这样,学生入学模考一直转圈，加载不出来,学生未使用谷歌浏览器,老师，这类情况通常和浏览器兼容性有关，建议学生优先使用 Chrome 浏览器重新进入；如果仍异常，再清理缓存、更换网络后重试。,197d986a37c4de42e5c5d09bbcda3436_.jpg,"['音频/录音/听力', '浏览器/网络/缓存', '题库/录题/单词书/模考']",66,
fb-review-062,改写后入库,,student,学生库,学生,使用问题,你好，我们有个学员做雅思模考，录音录不了，请问这是怎么回事？,学员做雅思模考，录音录不了,学生用的微信浏览器,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,ff071e5aaa4b8bd8d0703c3a48e0690.jpg,"['音频/录音/听力', '浏览器/网络/缓存', '题库/录题/单词书/模考']",66,
fb-review-063,改写后入库,,teacher,老师库,老师,使用问题,为什么点击不了啊,班级布置作业页面点不了题库,班级没有关联课程,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,e86597b937c2e292b61339c6a5e59fb.png,"['作业/布置/批改/反馈', '班级/排课/课时/考勤', '题库/录题/单词书/模考']",66,
fb-review-064,建议入库,,teacher,老师库,老师,使用问题,林雅萱同学的阅读课在反馈界面里找不到，课表里是有这节课的,学生阅读课在反馈界面里找不到,学生这节课得反馈时间还没到,学生这节课得反馈时间还没到,"a46bd6ba78f5e70b19609326c2327aa.png,58bcea6bcc415580d871b89b6da7130.png","['作业/布置/批改/反馈', '班级/排课/课时/考勤']",66,
fb-review-065,建议入库,,academic,教务库,教务,使用问题,为啥这个学员信息用教务的身份可以看到，但是用老师的身份就搜不到了？,老师端搜索学员没有信息,教务身份可以查看所有学生，老师需要和学生在同一个班级内才能看到。,教务身份可以查看所有学生，老师需要和学生在同一个班级内才能看到。,,"['班级/排课/课时/考勤', '权限/角色/公池']",65,
fb-review-066,建议入库,,teacher,老师库,老师,使用问题,有的同学发现阅读结束后不会自动跳到听力，需要自己点，如果不点就可以一直在阅读界面，这个bug让限时无意义了,学生反馈托福阅读结束后不会自动跳到听力,老师布置作业未设置倒计时结束禁止答题,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,,"['作业/布置/批改/反馈', '音频/录音/听力']",65,
fb-review-067,改写后入库,,teacher,老师库,老师,使用问题,vip学生看不到单词作业,vip学生看不到单词作业,没有布置给该学生,老师，您可以先检查三点：学生是否在对应班级里、作业布置对象是否包含该学生、学生账号是否有做题权限。确认后让学生端刷新或重新登录再看。,"5f3b9c5d4d7549e308843f6a0eece31d_.jpg,39b69ecfd256d38bd90669444dba5829_.jpg","['作业/布置/批改/反馈', '权限/角色/公池']",65,
fb-review-068,建议入库,,teacher,老师库,老师,使用问题,请问一下有学生在做模考听力部分遇到了跳题怎么办,学生反馈系统自动跳题，学生电脑上操作不了返回,答题录屏显示是学生自己跳过了,答题录屏显示是学生自己跳过了,,"['作业/布置/批改/反馈', '音频/录音/听力', '题库/录题/单词书/模考']",65,
fb-review-069,改写后入库,,student,学生库,学生,操作疑问,是不是学生端绑定小程序也可以查课表我刚才引导学生去绑定，但是一直都是体验账号电脑页面已经显示已经绑定,学生端小程序是体验账号,已发送小程序文档,已发送小程序文档,,"['账号登录/密码/手机号', '班级/排课/课时/考勤', '小程序/公众号/二维码']",64,
fb-review-070,改写后入库,,student,学生库,学生,使用问题,孩子入学模考无法提交，麻烦看下是什么问题,学生反馈入学模考口语部分提交不了,学生用的微信浏览器,学生用的微信浏览器,,"['作业/布置/批改/反馈', '浏览器/网络/缓存', '题库/录题/单词书/模考']",64,
fb-review-071,建议入库,,student,学生库,学生,使用问题,单词作业测评发音一直卡住,单词作业发音测试卡住,未使用safari浏览器,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,"['作业/布置/批改/反馈', '浏览器/网络/缓存']",64,
fb-review-072,建议入库,,student,学生库,学生,使用问题,一个学生实际语法部分完成时间是35分钟 但是显示的还是45分钟完成，她说她不到答题时间结束提交不了,学生反馈提交按钮点击没有反应,学生使用的edge，建议使用谷歌浏览器,老师，这类情况通常和浏览器兼容性有关，建议学生优先使用 Chrome 浏览器重新进入；如果仍异常，再清理缓存、更换网络后重试。,,"['作业/布置/批改/反馈', '浏览器/网络/缓存']",64,
fb-review-073,改写后入库,,student,学生库,学生,使用问题,学生的作业无法提交，可以帮忙提交一下吗？,学生作业提交不了,学生未使用谷歌浏览器,老师，这类情况通常和浏览器兼容性有关，建议学生优先使用 Chrome 浏览器重新进入；如果仍异常，再清理缓存、更换网络后重试。,,"['作业/布置/批改/反馈', '浏览器/网络/缓存']",64,
fb-review-074,建议入库,,student,学生库,学生,使用问题,你好，请问为什么学生录完音之后提交不了,学生的口语作业无法点击finish section。,学生使用的是电脑safari浏览器,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,"['作业/布置/批改/反馈', '浏览器/网络/缓存']",64,
fb-review-075,改写后入库,,teacher,老师库,老师,使用问题,这个错位是咋回事呢,教务端班级页面列表有错误,老师i使用的浏览器不对,老师，您可以先检查班级课时、学生所在班级和转入班级配置是否完整；如果提示无剩余课时，通常需要先确认目标班级是否设置了总课时。,9a4763c58deb19a0e57a85b84296fa5.png,"['浏览器/网络/缓存', '班级/排课/课时/考勤']",64,
fb-review-076,建议入库,,academic,教务库,教务,操作疑问,麻烦给一个学员开通账号的步骤说明，今天其他老师休息，我需要给一个学员开通账号，谢谢,教务如何新增学生账号,教务身份 点击“学员”点击“新增”,教务身份 点击“学员”点击“新增”,,"['账号登录/密码/手机号', '权限/角色/公池']",63,
fb-review-077,改写后入库,,student,学生库,学生,使用问题,我的这个摸考还是有问题啊答不了题重新登陆了好多遍,学生答题听完听力之后，不能答题,学生没有用谷歌的浏览器,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,,"['音频/录音/听力', '浏览器/网络/缓存']",63,
fb-review-078,改写后入库,,student,学生库,学生,使用问题,学生悦悦已经添加到暑假词汇II班的班级群里，另一个同学能收到反馈，她收不到，麻烦后台看下,学生收不到老师写的反馈,老师没有给学生写,老师没有给学生写,,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']",63,
fb-review-079,改写后入库,,teacher,老师库,老师,操作疑问,你好，我们想把作业设置的时间提前，同时修改作业名称，怎么操作啊,如何修改作业名称和时间,班级，作业概览可以修改,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']",63,
fb-review-080,建议入库,,teacher,老师库,老师,操作疑问,老师，我想问问如果想把某个作业大纲的所有练习都设置“不显示答案”要怎么操作呢？是否可以把作业大纲的练习全部设置完不显示答案后再布置给具体班级？,如何操作作业大纲布置的作业，结果页不显示答案,需要在添加每个任务时设置不显示答案,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']",63,
