audience,port,type,question,desc,answer,attachment,bucket,categories
teacher,老师,题目问题,老师好，系统上PTE模考试卷二有的题有问题。听力第5题音频不对，13题 答案是sensitive 不是drive,PTE模考试卷二答案有误,,"a91c52c4bcf747ef472fe7145fe0eb9.png,8ca9cb17ce8a733df72122804fea720.png,d8a12f165c4a9a579a3328f7f80c051.jpg,3a800d8a34284da0e34dce30b4b5c2f.jpg",ticket_or_handoff,"['音频/录音/听力', '题库/录题/单词书/模考']"
sales,财务,数据恢复需求,"我怎样删除这个试用的合同呢,这个是顾问还没有签约的订单，我不能删除呀",误签了学生订单，需要恢复合同状态,,,ticket_or_handoff,['订单/合同/报课/收费']
teacher,老师,题目问题,阅读文段和选项不符,sat阅读文段和选项不符,,9b1e2cd7a4a6cf6cfa2a425670c822f.jpg,ticket_or_handoff,[]
teacher,老师,bug,麻烦您看下，系统批改的SAT分数是少了个0？,SAT分数显示有误，总分显示100，应该是1600,,3d9d3ef246b7fc4b24ce58cc7b0a01b.png,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,题目问题,您好，这道题图是错的，根据题意，应该是个梯形，辛苦改一下哈,sat数学图表有误,,6d3397fb10fceceb6c33d949107f2c0.png,ticket_or_handoff,[]
teacher,老师,优化,老师们，这个我找不到事哪个家长的手机号码，请问需要如何处理呀,手机号录入被家长号码占用，无法搜索,,ccabba91f7062ebf42715781e434680.png,ticket_or_handoff,['账号登录/密码/手机号']
sales,销售,需求,我们系统录数据撞单不能显示客资录入时间吗，我们渠道推过来的客资撞单了 渠道那边需要提供完整的证据,冲突的潜客信息需要显示录入时间,,9ff81c507e27ae4967077dd5c17acef.png,ticket_or_handoff,[]
teacher,老师,入学模考配置,老师您好 这边可以新增一个GRE的模考吗～你好，新题型ppo+新pp2+前三篇issue，命名GRE新题型模考1/2/3,新增GRE入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
academic,教务,优化,您好 帮忙确认下预占王雨辰老师选定的时间没有排课 预占的时间提示有冲突,预占老师的时间，没有排课但是预占的时间提示有冲突,,f0e8f2a21b663869c7170ff73039c94.png,ticket_or_handoff,['班级/排课/课时/考勤']
sales,销售,优化,这两个微信号一样还是录进去了,两个微信号格式是不一样的，可能是复制的格式，应该做下处理,,12b03f61987778a28132664e583682a3_.png,ticket_or_handoff,[]
teacher,老师,入学模考配置,系统里面的口写测试 写作第二题要改为新写作,托福入学模考修改,,,ticket_or_handoff,['题库/录题/单词书/模考']
principal,校长,需求,新年可以给我们一个英文版本的反馈模板吗，反馈项可以中英对照,课堂反馈评分项可以中英对照,,,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,优化,咱们雅思List of heading的界面和真实考试界面是不一样的，咱们的是拖拽，真实的是打勾的,雅思List of heading的界面和真实考试界面是不一样的，咱们的是拖拽，真实的是打勾的,,bd4779dccbaf4e108a3b2debb52954a9_.jpg,ticket_or_handoff,[]
teacher,老师,题目问题,SAT机考真题2023年11月真题，module1的第13题看起来有点怪答案是A，但看上去答案或者是题目可能不完整,SAT机考真题2023年11月真题，module1的第13题 题目有误,,c227df5b15375c86ed870b26c8757789_.png,ticket_or_handoff,[]
teacher,老师,bug,这个音频不对,单词书单词发音不准确,,3bc8b8257dda40442e558ce9a7a66cf1_4.mp4,ticket_or_handoff,"['音频/录音/听力', '题库/录题/单词书/模考']"
student,学生,bug,为什么这个学生的模考成绩出来了，扫码不能看模考情况，显示登录状态失效,学生入学模考扫码不能看模考情况，显示登录状态失效,,32be76a92e8bd7fc5085bddc2e3532f1_.jpg,ticket_or_handoff,"['账号登录/密码/手机号', '题库/录题/单词书/模考', '小程序/公众号/二维码']"
teacher,老师,需求,老师好，春节之后能否请开发人员修改一下作业修改界面，除了时间之外，能否增加一项：修改学生，方便班级布置个性化作业，感谢,作业修改界面，除了时间之外，能否增加一项：修改学生，方便班级布置个性化作业,,,ticket_or_handoff,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
teacher,老师,bug,"老师，这个寒假我们出现反馈已经发出，各项显示正常，但是家长收不到反馈的情况,勾选的是家长端，但家长端反而是没看到",课堂反馈已经发出，各项显示正常，但是家长收不到反馈,,,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,入学模考配置,新增托福入学模考tpo71全套,新增托福入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
student,学生,bug,请问做托福题目的时候，现在清除高亮的功能没有了，之前是有这个功能的,托福题目答题，不能清除高亮,,,ticket_or_handoff,[]
teacher,老师,需求,您好，请问这个自定义作业插入图片功能可以实现一次插入多张图片吗？现在都是要一张一张插入，很麻烦。云盘那样就是附件的形式，学生看起来不方便啊，所以才要插入图片，那种方法我之前试过了,自定义作业插入图片功能可以实现一次插入多张图片,,,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,需求,我们有香港的学生，用的都是繁体字，咱们有繁体字转换或者识别的功能么？不然我要全部重新批改,单词的判定增加繁体转换或识别功能,,3a5ea6dd88c55870921cd62c073d8cf.png,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,数据恢复需求,这个账号布置的，班级叫1.27托福105分冲刺班，名称2/3阅读练习（李梓涵）,误删了作业，需要恢复,,,ticket_or_handoff,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '班级/排课/课时/考勤']"
teacher,老师,需求,老师 我们系统布置单词 如果学员背到一半退出系统 再次进入系统是不是就要从头开始背 可以保留学习记录吗，那我可以提小小建议 这个可以慢慢增加上去吗,学生单词学习，能否保留学习进度，退出后接着上次的学,,,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,入学模考配置,辛苦替换几套托福入学模考测试题，替换掉61 63 64 ，新题可以命名为：新机考4，新机考5，新机考6,新增托福入学模考,,"第5套.docx,第6套.docx,第4套.docx",ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,入学模考配置,入班模考：TPO50，TPO67,新增托福入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
principal,校长,需求,提一个建议，将来是否可以录入教师的课时费，方便看每月的人员支出？校长端的改进意见。,统计老师课时，也可以录入教师的课时费，方便看每月的人员支出,,1dbdd4b5b744a0314328e0489114750.png,ticket_or_handoff,['班级/排课/课时/考勤']
teacher,老师,bug,你好，我们这个系统设置的题目预览页面是正常的，但是学生真的做测试题的时候显示就有点问题,自有题库预览没有问题，但是学生测试格式是乱的,,"75f0cbc7c7ecfc12820729fa27a5e38.jpg,6cb0a0a528d00bf6f49a614e3fff399.jpg",ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,入学模考配置,老师 咨询的入学模考可以加个12-8听力阅读检测吗？,新增雅思入学模考,,,ticket_or_handoff,"['音频/录音/听力', '题库/录题/单词书/模考']"
sales,销售,需求,， 秋季不是结课了吗 然后班主任操作结课之后 班级人员导不出来了 是空白，班级结课还是要保留班级学员的,已结课的班级也需要显示学生人数,,,ticket_or_handoff,['班级/排课/课时/考勤']
teacher,老师,需求,"这个能不能精简一下,阅读就是新版和旧版之分，不要弄这么多版本，而且之间又不互通，有些时候在一个类目下布置了，下一次忘了是那个类目，换一个类目布置后，原类目布置的痕迹也都没了，也不知道那些做过哪些没做过",托福的版本可以精简下，太多版本布置会看错,,b2fe47939485ec42244470ebb3b18f4.jpg,ticket_or_handoff,['作业/布置/批改/反馈']
sales,市场,需求,我想修改其他市场的资源他有个资源保护期过了的，然后按照我们这边的规则的话这个资源如果我们这边激活了的话可以算我们渠道的，我想修改他的市场来源,市场来源需要可以修改,,,ticket_or_handoff,[]
teacher,老师,需求,SAT Question Bank 的控时需要修改：目前我们只说【阅读】这里的题。 如果是 words in context: 每道题按45秒来算。20道题，就给9分钟。以此类推。 如果是 其它阅读题：每道题按1.5分钟来算。20道题，就给30分钟。以此类推。,题型训练老师可以自定义设置答题的时间,,,ticket_or_handoff,[]
teacher,老师,需求,亲 我们能否提议一下校区本地练习有希望分科目计时吗能否挂上议程呢,机构题库分科目是听说读写分开计时,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,入学模考配置,辛苦老师帮我们把框起来这套模考题改成C8Test1的题目,新增雅思入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,需求,听力的听写练习中，有学生反馈说，系统不太合理，因为当场训练，会记不下每个词在哪个位置，(二轮三轮会再进行补充)，这个有改进的空间么？ 比如填空的单词，可以有个浮动，当你在前面加一个词，后面的词可以向后自动移动一个位置这种的,逐句精听练习，填空的单词，可以有个浮动，当你在前面加一个词，后面的词可以向后自动移动一个位置,,,ticket_or_handoff,"['作业/布置/批改/反馈', '音频/录音/听力']"
sales,销售,需求,您好，我需要统一删除一下我系统中的潜客名单，然后再做重新导入，麻烦帮我处理一下，请删除除了是已转正、已签约状态的潜客。,需要删除除了已转正、已签约状态的所有潜客信息,,,ticket_or_handoff,[]
teacher,老师,需求,我想问一下，我们导入了 词汇表，能不能把词汇表导出来？不知道这个功能，后面会不会有？如果能有导出功能，就能实现 系统VS纸质 完全一模一样。,单词书可以增加导出功能,,,ticket_or_handoff,['题库/录题/单词书/模考']
student,学生,bug,真题训练的查看详情下，按了开始练习，旧一直转，但不出来,学生端sat错题，点击题目详情没有数据，不能练习,,98410219d22183739c5c44b26198c4b.jpg,ticket_or_handoff,[]
academic,教务,数据恢复需求,老师好，系统班级这里，有一个学生的班级被我不小心删掉了 可以还原吗？,误删了班级，需要恢复,,,ticket_or_handoff,['班级/排课/课时/考勤']
teacher,老师,需求,这个可以修改一下吗，学生做练习的时候有时间想重新录一次,托福口语需要可以重复录制,,,ticket_or_handoff,[]
teacher,老师,题目问题,SAT Princeton的第一套 Reading Module1的12题，红框框的数字输入有误，应该是【0.10】不是【-0.10】,SAT Princeton的第一套 Reading Module1的12题题目材料有误,,8cc2f7610ddb4fe4576a2ef56c39d2a.png,ticket_or_handoff,[]
teacher,老师,优化,SAT的错题无法重新布置，是什么原因？ACT，托福都可以的，学生答完了，就是错题没出来。,学生有答题数据，但是错题没有显示,待更新,b7708f38439cd5134bef359ab7dc366.jpg,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,入学模考配置,这个基础上那TPO75 74 OK吗托福全套模考（TPO 74）托福全套模考（TPO 75）,新增托福入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,需求,建议增加一个功能，单词测试增加一个听音说中文意思录音，不需要AI批改，可以人工检查就行，或者看单词 以录音的形式说出单词的意思 这样比较适合中文不好的学生我看其他同行机构的学生背单词的时候 就是用录音的形式 中英文都可以,单词测试增加一个听音或者看单词说中文意思的测试形式,,,ticket_or_handoff,"['作业/布置/批改/反馈', '音频/录音/听力']"
sales,销售,优化,我通过公池这边搜索没有看到学生的测试，是通过单套入学模考测试链接发的,销售发送的单套入学模考链接给学生，学生公池没有显示负责销售,,,ticket_or_handoff,"['权限/角色/公池', '题库/录题/单词书/模考']"
sales,销售,需求,给我们市场端也开一个可以用app可以录入的系统，这个我们很麻烦啊。是有啥技术难题吗？我们这边主要是后期 有时候录入,需要开发市场端小程序,,,ticket_or_handoff,['小程序/公众号/二维码']
teacher,老师,入学模考配置,老师好，目前sat机考也还是只有两个哈，麻烦明早前增加1和harder的入班测哦！,新增SAT入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,bug,阅读和听力的多选题选不上,机构自有题库，多选题选不上,,,ticket_or_handoff,"['音频/录音/听力', '题库/录题/单词书/模考']"
teacher,老师,需求,班课布置作业统一进度是目前比较大的需求，但学生的确存在临时变动+有在班课之余安排其他课程的，如果临时需要调整，会需要修改，目前的修改是需要删除班课作业重新安排，会比较费时。,班级作业修改增加修改布置的学生,,43e575075c6fc4106732f50845c079a.jpg,ticket_or_handoff,"['作业/布置/批改/反馈', '班级/排课/课时/考勤']"
sales,销售,优化,请问我这边有个家长用系统二维码支付成功了，但是系统又显示超时未付款关闭了，没办法确认订单,学生订单已经支付，但是订单超时被关闭了,,77f875a49b018aab412fd3c245b83e2.png,ticket_or_handoff,"['订单/合同/报课/收费', '小程序/公众号/二维码']"
teacher,老师,题目问题,似乎有几道题答案出错了第3第一题也有点疑问答案为啥是B,托福20230827阅读真题答案有误,,741e52270237af268bee1ee26c76b14.png,ticket_or_handoff,[]
teacher,老师,优化,老师好，想问一下，之前PTE的入学测试我们是不用修改分数的，现在是变了吗？一开始使用的时候培训和我们说是不用修改的，自动生成分数，是准确的，但是今年1月份开始就变了，没有生成分数了,pte分数不准确,pte应该有评分,image.png,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,bug,这个系统合同有问题，里面内容和学员是串的，我点进去修改后还是不对,合同内学生信息和订单学生信息不对应,,493beb4e1f26d70728ef8d81e8e65f5d.mp4,ticket_or_handoff,['订单/合同/报课/收费']
student,学生,bug,这个学生的后台反馈一直打不开,学生端反馈页面打不开，一直转圈,,bb13528e4a079572503d83b912a3dc27_4.mp4,ticket_or_handoff,['作业/布置/批改/反馈']
teacher,老师,需求,您好，模考的口语部分，有一个切换到文字模式，能不能禁用这个功能在设置中增加这个功能就行了,雅思口语部分可以切换到文字模式，能不能禁用这个功能或者布置模考时勾选不允许切换旧版答题,,,ticket_or_handoff,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,题目问题,各位老师，麻烦让后台的老师查一下这两篇阅读的错题答案，是不是答案都有问题,20230827阅读真题/Passage 1+Passage 2 答案有误,,"0367ca8bffc0937bc6ddb688dbb6ad0.png,0367ca8bffc0937bc6ddb688dbb6ad0.png",ticket_or_handoff,[]
sales,市场,需求,批量导入这里我没看到销售不能导入的时候就提前分配好销售吗,公池导入名单需要添加负责销售字段,,,ticket_or_handoff,['权限/角色/公池']
academic,教务,需求,有一个建议，课表的视图模式里，老师视图班级视图和教室视图能增加日选项和月选项吗？现在只有周，我如果要从教室视图调整单日班级教室，要一直往下拉很久，看了后面前面都忘了，很不方便,课表班级视图和教室视图增加日选项和月选项,,,ticket_or_handoff,['班级/排课/课时/考勤']
teacher,老师,题目问题,这道题答案也要教研老师检查一下吧，感觉B不太对,托福2023听力真题第2套/Conversation 1 答案有误,,11930ecd96422283b51b528968b7560.png,ticket_or_handoff,['音频/录音/听力']
teacher,老师,bug,系统更新的2023的听力真题，题目都粘了两遍，重复了，检查一下吧。然后这一篇没有音频,题库托福2023听力真题题目和音频显示重复，部分音频未显示,,043cd579a213e234f7ce7b2da6d720f.png,ticket_or_handoff,"['音频/录音/听力', '题库/录题/单词书/模考']"
teacher,老师,入学模考配置,阅读：TPO 62：Plant Adaptations to Cool Environments；TPO 66:The Actor and the Audience 听力：TPO27 口语：TPO24 写作：TPO42,新增托福入学模考,,,ticket_or_handoff,"['音频/录音/听力', '题库/录题/单词书/模考']"
teacher,老师,优化,学生反映雅思口语模考part2的真人考官模式只能答题四十秒，是学生重录了part2，没有重新计时。但是真考是能答题到两分钟的，后台是否可以调整一下,雅思考官模式part2答题，倒计时结束重新答题时间只有40秒,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,bug,老师好，请问Excel模板上传题目后，点击完成没有反应,Excel模板上传题目后，点击完成没有反应,,"题目上传模版-2.xlsx,d4ca7cdbcb94cb24183b74f30c7fe3f.png",ticket_or_handoff,[]
academic,教务,优化,亲 一直访问异常刷新好几次了还是不让我导出课表，我们基本都出现这个情况的 显示异常,课表页面显示访问频次异常，无法导出课表,,6fa0d2d2440190a27f68af078396dff.png,ticket_or_handoff,"['浏览器/网络/缓存', '班级/排课/课时/考勤']"
teacher,老师,入学模考配置,这个模考能否加上口语，换成正式考试完全版，就写19年真题模考好了。在帮我们放一套22年or23年的可以吗,新增托福入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,优化,我们换了模考之后，学生口语答题部分好像不会转化成文本？,入学模考的智能批改是受系统智能批改按钮控制的，您设置里没有打开智能批改，就没有批改（包括基础测评）需要优化下逻辑,,33236411c802a1434bc2195ac8a5a2f.png,ticket_or_handoff,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,优化,这个表格题上面带答案的没有隐藏答案，已经隐藏了,题库设置了隐藏答案，但是答案还是显示了,,d7eed6aa1d502ef8eabf3257efd94d5.png,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,bug,老师您好，辛苦您帮忙看一下这个问题哈这个答题时段分析是不是也是错误的呀，因为会发现孩子是两次中断，加起来的时长和上面的按道理也应该是保持一致的,学生答题时长分析显示300分钟，实际学生只用了30分钟，最多60分钟,,368a25852729c24307f0e4d11295bccc_.jpg,ticket_or_handoff,[]
sales,销售,需求,校校老师，销售段操作费用录入的时候，这个界面能再出现一下学生的名字吗？方便销售录入端的核对，有时候会不小心录错，要到审核端才发现，只能走退费流程了,销售端录入订单页面可以加上学生名字，有时候会选错班级，只能退费重来比较麻烦,,d8c35f36544f2c5d646a4f3b0fbb957.png,ticket_or_handoff,"['班级/排课/课时/考勤', '订单/合同/报课/收费']"
teacher,老师,入学模考配置,老师好，能否帮我们布置一套入班测（雅思2篇阅读+1篇听力）,新增雅思入学模考,,,ticket_or_handoff,"['作业/布置/批改/反馈', '音频/录音/听力', '题库/录题/单词书/模考']"
teacher,老师,bug,老师们想问下开放题库之后，有的学生账号能打开，有的学生账号打不开，这个是需要设置吗,学生打开开放题库的题目报错,,631d2138c4db2030d15d535c8c26198.png,ticket_or_handoff,"['账号登录/密码/手机号', '题库/录题/单词书/模考']"
teacher,老师,题目问题,这道题B正确 麻烦老师修正一下,托福Lecture-3/2021听力真题第8套 答案有误,,b1f0bb4d556908d304bd0932f36e21f.png,ticket_or_handoff,['音频/录音/听力']
teacher,老师,bug,为什么KET的测试，我点进去显示出错了啊,"入学模考ket,进入答题报错",,d34c9efac814cc143814583cd6d2b9f.png,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,入学模考配置,老师，麻烦帮忙按照这个分别组3套模拟测试卷哈,"新增ket,pet入学模考",,5f4066f3c66b5002607a21fb90434ad.jpg,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,优化,已经设置了，但是还是可以看到分数的,开启了模考成绩审核后发布，但是学生还是答完就能看到成绩,审核只针对口语写作，加提示,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,需求,我想问一下最近为什么很多题目，系统里有，但是搜索就是搜索不到？,题库搜索逻辑优化，需要能搜索题目,,"288a08ca70a26d0a44ff3844a115a98.png,f05b300de445d2942fe9895a3f62902.jpg",ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,bug,老师，这边两个学生刚刚完成模考，老师和学生的账号端口都看不见考试详情（试题以及错误预览）,学生完成作业之后，点击结果页报错,,6da0ab289356aff5465d4c5602bf861.jpg,ticket_or_handoff,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,bug,老师，请问下这个学生好多题都跟正确率答案一样的，为啥却显示错误啊,雅思学生答题答对了，但是判错,,,ticket_or_handoff,[]
teacher,老师,入学模考配置,老师好，能帮我们增加一个雅思入班测只有口语写作的么,新增雅思入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,bug,请问我们给学生设置了限时模考作业，但是学生做模考时屏幕上方没有显示时间倒计时，这个怎么调整呢？,托福设置了倒计时，但是学生答题没有显示时间,这个是之前布置作业的时候漏掉了，功能是加了的，只是接口参数漏掉了,,ticket_or_handoff,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,优化,这个测试就只能看到答题录屏，看不到答题次数了,学生入学模考只有录屏，没有答题次数显示,,,ticket_or_handoff,"['权限/角色/公池', '题库/录题/单词书/模考']"
teacher,老师,优化,我编辑了一上午单词，因为excel传上去有些单词意思还是不太准确的。。。。点击上传显示登录状态已失效，有没有类似自动保存功能的 是不是可以提供一下更优化的办法,单词书未确认上传前编辑单词意思，但是点击上传显示登陆失效,建议老师在确认上传后在进行修改或者上传前在excel表进行修改。单词书上传前只是对文件的预览，编辑是编辑的还未上传的单词文件，无法自动保存。另外系统内无操作（无调用接口，例如上传单词前的页面）登陆时效是2小时,,ticket_or_handoff,"['账号登录/密码/手机号', '题库/录题/单词书/模考']"
teacher,老师,bug,老师，我这个打开登录系统之后，查看学生试卷内容和答题结果的时候么就直接出现一篇空白 麻烦解决一下，辛苦了,学生作业打开报错,,b7257e016e6f6353134c474d49c17be.png,ticket_or_handoff,"['账号登录/密码/手机号', '作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,bug,戴石涛，我已经申请了退费，退费也通过了，账号里为什么还有6个小时课时,学生订单退费了，但是学员管理处显示还有课时,,,ticket_or_handoff,"['账号登录/密码/手机号', '班级/排课/课时/考勤', '订单/合同/报课/收费']"
sales,销售,需求,潜客学习目标留学国家可以客户手动输入，目前国家太少,潜客学习目标留学国家可以客户手动输入，目前国家太少,,,ticket_or_handoff,[]
academic,教务,bug,你好，请问为什么09:30的课在10:00的课程下面？,课表班级试图，课程时间未按时间排序,,527dc6cb7197f574acc5669b81bbd8a.png,ticket_or_handoff,['班级/排课/课时/考勤']
teacher,老师,入学模考配置,老师您好，洛阳有一位新生需要安排一个入学模考 我们需要一套听力阅读写作的模考，随机组题就行～大概看一下学生的水平,新增雅思入学模考,,,ticket_or_handoff,"['音频/录音/听力', '题库/录题/单词书/模考']"
academic,教务,需求,老师们好，因为结课、退费学生账号影响我们校区的VIP活跃度，有什么解决办法没有？,之前的功能不变，会添加一个有效账号的活跃度,,,ticket_or_handoff,"['账号登录/密码/手机号', '订单/合同/报课/收费']"
teacher,老师,优化,GRE入学测试可以去掉分析性写作吗？这个没有办法自动批改，我们手动修改分数也修改不了,GRE写作没有办法手动打分,,68c92349c233f1d4ba5ce1ec1c1dc35.png,ticket_or_handoff,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,数据恢复需求,校校老师，系统上有个误删的模考题能帮忙恢复吗？1月14号的“梓康托福模考一”,误删了作业，需要恢复,,,ticket_or_handoff,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,优化,这个学生模考系统给的时间是36分钟阅读，但是他做了40多分钟也可以这是他模考链接，辛苦看看是什么问题呀，学生9:50开始做题、10：30系统提示还剩60秒、10:35还在阅读部分,学生点击了return，回到了题目页面，未计入答题时间，倒计时结束还能答题,,"ad0ee6f3bc85b89bbe8b07b9c70ddc6.png,ad0ee6f3bc85b89bbe8b07b9c70ddc6.png,0b09417e90aff61995d753f06ed65ad.png",ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,需求,老师您好，请问周课表的颜色体现，可以设置为在一周内同一个老师的课是一个颜色吗？以及不同老师区分开颜色块，因为现在不同老师的课节颜色一样客户无法直观区分是什么老师的课，所以这个需求比较紧急,老师筛选的是班级维度，系统是按照2个班级数量进行颜色区分。老师同时希望，这两个班级的不同授课老师的字体颜色也不一样,,,ticket_or_handoff,['班级/排课/课时/考勤']
teacher,老师,入学模考配置,雅思入学模考测试，今天可以帮我们把把剑14那几套更换成剑17 OK吗,新增雅思入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
principal,校长,优化,为什么明明改了5次10课时，但是显示扣了12H，总课时是40H是把今天下午要上的课提前消了好像是之前我误点了一下改回来，但是系统已经记录进去了撤回不了,因为手动操作打了考勤，取消了也会计算课消，考勤状态为请假才不计算课消，优化：未到上课时间的课程误操作考勤，取消会返回课时,,,ticket_or_handoff,['班级/排课/课时/考勤']
sales,销售,bug,娄辰瑶学员信息还是无法录入,潜客签约报错,,65c66e0ee635da36685688054747e83.jpg,ticket_or_handoff,[]
sales,销售,优化,一个学生之前已经交了费用了 然后现在她需要从这笔订单课程里退出一部分课时换成其他课程上 昨天销售端同事申请退课时的时候 只选择了部分退款没有选择退的那几个小时课时 现在这种情况需要怎么操作？ 她也试过再0元退课时 但是系统显示不可以。,订单退费了之后，没有办法单独退课时,,5a14ce890f42f888cf4e40fa2237dec.png,ticket_or_handoff,"['班级/排课/课时/考勤', '订单/合同/报课/收费']"
teacher,老师,入学模考配置,老师好～ sat 2023的入学测试题麻烦更新哈 谢谢！6和11吧,新增sat入学模考,,,ticket_or_handoff,['题库/录题/单词书/模考']
academic,教务,需求,请问老师，班级导出这里，想要把结课日期及上课时间也导出，能否实现？现在导出的表格没有这两列信息。,教务端班级导出需要新增字段,,a9a5f699f8ffb0fdd621ebd9672c5d6.png,ticket_or_handoff,['班级/排课/课时/考勤']
teacher,老师,需求,老师，请问一下，系统题库中学生的刷题记录，在老师端可以看到吗？谢谢！那么多套题，老师不可能挨个去点，还有别的途径可以看到吗？,开放题库学生做过的题可以单独显示在练习情况，方便老师查看,,524c00f5a1d5150f72eefe2444ae1d3.jpg,ticket_or_handoff,"['作业/布置/批改/反馈', '题库/录题/单词书/模考']"
teacher,老师,题目问题,数学：2023年10月机考真题 → [数学] Module 1 （Routing）上面这道题是不是输错了？,sat10月机考真题，题目材料有误,,e567a1d2eb387dc42305c782ac9403f.png,ticket_or_handoff,[]
teacher,老师,需求,你好，请问课程提醒的优化升级功能什么时候能做啊？ 我们希望有这几个功能 1. 提醒时间提前，在16:00-18:00之间 2. 标注教室 3. 增加自定义的part，助教老师能在发送前，集体编辑一些内容进课程提醒，例如“流感季节，大家记得戴口罩” 非常需要这个功能，现在的课程提醒在20:00，很鸡肋，完全不能替代人工功能,公众号上课时间提醒提前到16:00-18:00,,,ticket_or_handoff,"['班级/排课/课时/考勤', '小程序/公众号/二维码']"
teacher,老师,入学模考配置,剑14 Test1 ， 听力 删掉 Section 2，阅读 删掉 Passage 2， 写作删掉 Task1， 口语 不用,新增雅思入学模考,,,ticket_or_handoff,"['音频/录音/听力', '题库/录题/单词书/模考']"
teacher,老师,入学模考配置,"您好，需要上线一套托福测试题，只有阅读和听力，叫mini test 2 ,选用TPO24的题目，阅读选一篇文章，听力选一篇讲座+一篇对话",新增托福入学模考,,,ticket_or_handoff,"['音频/录音/听力', '题库/录题/单词书/模考']"
teacher,老师,需求,学员做模考测试，系统倒计时已经结束，显示学生还在作答，这个有功能到时间就自动交卷吗？,学生入学模考能力测试需要倒计时结束禁止答题,,,ticket_or_handoff,['题库/录题/单词书/模考']
teacher,老师,bug,这个客户的手机号能隐藏吗，信息暴露有点多 系统设置里有隐藏但实际上没隐藏啊,老师端学生课堂反馈显示了学生联系方式,,57b3c36a0389444f19dcb9bc16ef3b2.jpg,ticket_or_handoff,"['账号登录/密码/手机号', '作业/布置/批改/反馈']"
teacher,老师,需求,学生还没交卷，我们生成了成绩二维码，学生还可以继续完成么？后台可以处理么？,老师提交了学生的入学模考，需要恢复到未交卷的状态,,,ticket_or_handoff,"['题库/录题/单词书/模考', '小程序/公众号/二维码']"
student,学生,bug,老师好！请问下左边的“笔记”是什么内容？学生做过的题增加的笔记，在这里看不到，谢谢！,学生做过的笔记在“笔记”页面没有显示,,04e72aeb87110158546175a77fe813d.png,ticket_or_handoff,['权限/角色/公池']
teacher,老师,需求,校校你好，我们现在遇到一个问题，看看有没有什么办法帮忙解决一下。 我们现在会有一些美国的小孩使用“入学模考”功能做我们的模考，但是进去之后需要中国大陆的手机号来接受验证码，但是这些孩子们没有大陆的手机号。看看有什么解决办法吗？看看下一版本可不可以增加一个邮箱登陆的方式呢？这样的话，我们全球的顾客都可以登陆呢。,入学模考需要可以增加一个邮箱登陆或收取验证码的方式，方便海外学生使用,,,ticket_or_handoff,"['账号登录/密码/手机号', '题库/录题/单词书/模考']"
sales,销售,bug,请问个别学员界面打不开这个情况可以解决一下吗？,个别潜客编辑页面加载不出来,,d744ed860b023897989f50fd06fee1b.jpg,ticket_or_handoff,['音频/录音/听力']
teacher,老师,题目问题,这题答案错了，应该正确答案是D,Lecture-2 /2022第二十一套 第3题答案有误,,b0abf49caac67192089952c5ffb89f3.png,ticket_or_handoff,[]
