review_id,suggested_decision,human_decision,audience,audience_label,port,type,status,category,question,desc,suggested_answer,date,customer,manager,owner,review_note,score
fb-approval-0122,建议入库,,student,学生库,学生,使用问题,不处理,音频/录音/听力；答题,录不到。有影响吗,口语无法录音,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-05-30,蔚来教育,,,,42
fb-approval-0123,建议入库,,student,学生库,学生,使用问题,不处理,音频/录音/听力；答题,请问下我这边如果要正常使用校校网站上的所有功能 哪些网站是不能屏蔽的,设置黑名单以后无法加载音频,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-02-10,Capstone,,,,42
fb-approval-0124,建议入库,,student,学生库,学生,使用问题,不处理,音频/录音/听力；答题,国外的同学题目加载巨慢可以怎么解决呀,海外学生加载缓慢,等老师回复 1，VPN的节点选的是哪个区域的 2，打开VPN的情况下，能不能访问国内其他网站,2026-01-27,秒懂,,,,42
fb-approval-0125,建议入库,,student,学生库,学生,使用问题,未复现,音频/录音/听力；答题,阅读部分只有M2 没有M1；M2没有邮件阅读 听力部分第一个单词听不到 影响答题 写作部分没有问题 口语部分repeat the sentence 音频开头不完整,repeat题录不到前2s,未复现相同情况，等修改的一个答题相关bug更上之后再看会不会出现这个情况,2026-01-22,寄托,,,,42
fb-approval-0126,建议入库,,student,学生库,学生,使用问题,未复现,音频/录音/听力；题库/录题/单词书/模考；答题,老师 学生做模考前的测试遇到这种情况是什么原因呀,无法录音,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-02-12,新航道杭州,,,,42
fb-approval-0127,建议入库,,student,学生库,学生,使用问题,已处理,音频/录音/听力；题库/录题/单词书/模考；答题,老师，学生模考一直出现卡顿情况，会出现跳题和听力没有音频直接给题目，辛苦您这边看一下,答题过程卡顿、跳题,这个问题之前已经处理，计划的就是今晚2.7更新，更新后再看是否会出现,2026-02-06,维他,,,,42
fb-approval-0128,建议入库,,student,学生库,学生,使用问题,未复现,音频/录音/听力；题库/录题/单词书/模考；答题,"请问近期雅思模考口语中的part3录音有点问题, 好几个学生part3的回答都没有录进去；辛苦查看一下是什么问题",学生口语无法录音（前2个part可以正常录音，part3不行）,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-02-06,美世教育,,,,42
fb-approval-0129,建议入库,,teacher,老师库,老师,使用问题,已处理,音频/录音/听力；答题录屏,老师，请问为什么有学生的答题录屏可以查看，有的一直加载不出来呢,答题录屏显示有数据，但是加载不出来,【已回复客户】问题先pending，后面再出问题后再看。 生成的录屏文件有问题，看录屏好像是学生电脑上有安装插件导致的。做的处理是把有问题的文件跳过了，后边的就可以播放了,2026-01-13,新航道武汉,,,,42
fb-approval-0130,建议入库,,teacher,老师库,老师,使用问题,已处理,音频/录音/听力；结果页,这里的音频是都不能下载么,新托福repeat题可以下载音频，但是无法下载,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-01-22,博思,,,,42
fb-approval-0131,建议入库,,teacher,老师库,老师,使用问题,已处理,音频/录音/听力；题库/录题/单词书/模考；单词书,英文释义与中文和例句不匹配 中文意思缺少 听力场景词汇讲座篇801-1000,单词书匹配问题,这个是李璐给机构录入的，已经单独给机构把单词处理了,2026-02-04,维他,,,,42
fb-approval-0132,建议入库,,teacher,老师库,老师,使用问题,未复现,音频/录音/听力；题库/录题/单词书/模考；机构题库,上传也出现问题了 第一次出现 就是100%之后 不显示,音频上传后不显示,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-01-07,鸭圈,,,,42
fb-approval-0133,建议入库,,teacher,老师库,老师,使用问题,已处理,音频/录音/听力；题库/录题/单词书/模考；机构题库,这一套测试卷为啥学生做的时候 没有 听力啊,机构题库推送到入学模考，没有显示听力题,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-01-07,择藤教育,,,,42
fb-approval-0134,建议入库,,student,学生库,学生,使用问题,不处理,浏览器/网络/缓存；答题,学生点了还给消了,从录屏看没有作答这道题，需要看下有没有可能是网络原因导致的,从录屏上就是没选，没有提示网络不好的情况,2026-04-22,秒懂,,,,41
fb-approval-0135,建议入库,,student,学生库,学生,使用问题,已处理,浏览器/网络/缓存；答题,你好，还是上次问同一个问题的那个学生，用的是Chrome浏览器，反应有卡顿现象，麻烦查看一下,新托福拖动题卡顿,上次处理【新托福无法拖拽】的问题没有更新上,2026-03-12,北外,,,,41
fb-approval-0136,建议入库,,student,学生库,学生,使用问题,不处理,浏览器/网络/缓存；答题,2️⃣：限时到了以后，系统并没有自己跳到下一题，在这一情况下，学生点击了next以后，会导致下一题也被跳过。,点击next会连续跳过两道题,老师，这类情况通常和浏览器兼容性有关，建议学生优先使用 Chrome 浏览器重新进入；如果仍异常，再清理缓存、更换网络后重试。,2026-02-28,Capstone,,,,41
fb-approval-0137,建议入库,,student,学生库,学生,使用问题,未复现,浏览器/网络/缓存；结果页,想问一下为什么这个练习的参考答案 学生端和我的界面显示的答案会不一致呢 学生端有好几个答案都是错的,结果页答案显示和实际不一致,看视频是切换题目后，参考答案没有更新，这边用了相同设备和相同浏览器没有复现,2026-04-07,秒懂,,,,41
fb-approval-0138,建议入库,,student,学生库,学生,使用问题,不处理,浏览器/网络/缓存；结果页,按照建议弄了，但是还是没有出来,结果页不显示答案,技术后台也查了下，确实没有收到读写部分的答题数据，提示网络失败情况下没有保存下作答的答案,2026-03-22,名师汇,,,,41
fb-approval-0139,建议入库,,student,学生库,学生,使用问题,不处理,浏览器/网络/缓存；题库/录题/单词书/模考；答题,这个同学的口语题库练习每次到part2就卡住不动了，没办法进行part3的练习，用的谷歌浏览器，在国内,雅思口语卡顿，无法进行下一步,学生用的是Linux系统，这个没有做适配，让使用windows系统或者macos系统作答，也可以使用安卓或者apple的平板电脑作答,2026-05-28,秒懂,,,,41
fb-approval-0140,建议入库,,teacher,老师库,老师,使用问题,不处理,浏览器/网络/缓存；答题录屏,我看了下录屏，大小作文都是突然之间就清空了,答题录屏问题,刷新页面后，清空了填写的内容，这个提需求修改,2026-04-17,百获教育,,,,41
fb-approval-0141,建议入库,,teacher,老师库,老师,使用问题,已处理,浏览器/网络/缓存；题库/录题/单词书/模考；机构题库,你们这个点击了保存试卷以后。。。按钮一直在转圈。。刷新网页就发现根本没保存。。,机构题库无法提交,这个问题从代码上是报了一个写作填空题有空答案上传报错的问题，但是从客户题目上看并没有这种题目，现在是先处理了下报错的情况，目前可以进行保存了，个人认为问题根本原因是没找到的，还要再观察是否还会有出现问题,2026-01-25,源锐教育,,,,41
fb-approval-0142,建议入库,,teacher,老师库,老师,使用问题,不处理,浏览器/网络/缓存；题库/录题/单词书/模考；结果页,还有个问题，托福口语模考，一共两道题。但是我改第一道题的分数，第二道题的分数就会跟着变，变成和第一套题一样的分数。改第二道题的分数，第一道题的分数也会变得一样。这个不对的吧？,老师修改repeat题分数会导致interview分数也发生变化,这个问题之前是处理并更新过的，先让老师清理缓存后再看下,2026-04-08,新航道武汉,,,,41
fb-approval-0143,建议入库,,academic,教务库,教务,使用问题,未复现,班级/排课/课时/考勤；班级学生,搜不到现在的新班 事实上 我刚刚已经报名了新班的剩余24小时,转班界面搜索不到班级,老师，您可以先检查班级课时、学生所在班级和转入班级配置是否完整；如果提示无剩余课时，通常需要先确认目标班级是否设置了总课时。,2026-03-14,开璞教育,,,,40
fb-approval-0144,建议入库,,academic,教务库,教务,使用问题,不处理,班级/排课/课时/考勤；考勤,老师，我们今天发现有部分请过假的或者半路停课的班课学生的考勤情况，整个月的或者半个月的考勤由“已出勤”变回了”未出勤“，是不是有什么操作会影响到本来的考勤情况呢？,考勤情况自动变化了,后台查到的考勤记录显示是老师自己修改成未出勤的,2026-01-08,中山莱斯,,,,40
fb-approval-0145,建议入库,,academic,教务库,教务,使用问题,不处理,班级/排课/课时/考勤；课时,老师，这个1.99小时，要怎么给他充0.01小时呢,不确定是不是精度问题,这个学生总购买课时是141.66，截至发出来的时候的课消8380分钟（也就是139.666666。。，这里做了四舍五入下来就是139.67），所以那里会显示剩余课时141.66-139.67=1.99,2026-04-18,中山莱斯,,,,40
fb-approval-0146,建议入库,,academic,教务库,教务,使用问题,不处理,班级/排课/课时/考勤；课消统计,老师好，学生课表里有赠课排课的4小时课程。但是为什么 学生课消里没有这4小时的课程，但是学生的费用又多扣了2356元,课时课消对不上,老师，您可以先检查班级课时、学生所在班级和转入班级配置是否完整；如果提示无剩余课时，通常需要先确认目标班级是否设置了总课时。,2026-02-03,智成教育,,,,40
fb-approval-0147,建议入库,,academic,教务库,教务,使用问题,不处理,班级/排课/课时/考勤；课表,老师 这个更新完为什么学生课表串了,搜索出来的班级，和课表显示的不一样,老师，您可以先检查班级课时、学生所在班级和转入班级配置是否完整；如果提示无剩余课时，通常需要先确认目标班级是否设置了总课时。,2026-04-21,智成教育,,,,40
fb-approval-0148,建议入库,,teacher,老师库,老师,使用问题,未复现,班级/排课/课时/考勤；课表,老师 日期和星期对不上，这个问题能修复一下吗,日期和星期不对应,技术加了日志，下次出现问题保持当前页面，技术远程看下,2026-01-27,维他,,,,40
fb-approval-0149,建议入库,,student,学生库,学生,使用问题,已处理,账号登录/密码/手机号；题库/录题/单词书/模考；入学模考,请问下学生做完入学测试后，提交失败,入学模考提交失败，需要确认是否保存进系统了,登录失效导致，技术目前在同步答题记录,2026-01-16,备考派,,,,38
fb-approval-0150,建议入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；AI助教,ai助教有问题哦，好几个同学都这么反馈了,AI助教无法使用,因为调用的AI限额了，需要进行处理,2026-05-11,秒懂,,,,37
fb-approval-0151,建议入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；基础训练-单词,校校你好，学生的单词作业开了监管模式后答题界面是这样的，这个比例能调吗,单词作业显示不完整,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-06-08,曼哈顿国际,,,,37
fb-approval-0152,建议入库,,student,学生库,家长,使用问题,不处理,作业/布置/批改/反馈；小程序/公众号/二维码；公众号通知,你好，之前说过上课前一天晚上八点是会发上课通知的。但是我们昨天晚上家长都没有收到上课通知，这是什么原因,公众号没有推送,技术反馈家长端逻辑上不会发上课通知的,2026-02-21,玛尔兹,,,,37
fb-approval-0153,建议入库,,student,学生库,学生,使用问题,客户未回复,作业/布置/批改/反馈；答题,你好，最近几天学生反馈选择题的第四个选项显示不出来,反馈选项显示不完整,技术远程看，目前客户未回复,2026-06-07,百获教育,,,,37
fb-approval-0154,建议入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；答题,老师学生今天用客户端的专注模式做阅读填词题，学生反馈一个单词输入到最后几个字母他会自动填充一些乱序的字母，比如convenience打到ni后面会自动出现并填充clnv这样,反馈字母乱序，不确定是不是输入法问题,录屏上看像是输入法调成了中文输入,2026-05-31,新航道杭州,,,,37
fb-approval-0155,建议入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；答题,请你们技术去看下这个 没有开任何多余的界面,反馈一直提示重复打开页面,同时打开一份作业会有这个提示,2026-05-27,西点国际,,,,37
fb-approval-0156,建议入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；答题,学术作业交不上去，一直没有给显示那个提交键，就是submit,无法提交作业,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-03-24,秒懂,,,,37
fb-approval-0157,建议入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；答题,老师，为什么我布置的作业学生反馈是乱码,看上去是输入法联想导致的,切换英文输入法就可以避免联想,2026-02-27,offer me,,,,37
fb-approval-0158,建议入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；答题,你好，学生听翻按顺序打出来的中文，输入后就乱序了，辛苦看下是什么问题，谢谢,没有按照要求作答,客户未回复，忽略，应该就是布置错了,2026-02-14,朗思教育,,,,37
fb-approval-0159,建议入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；答题,学生还是频繁跳过题目,新托福答题会自动跳过,老师未回复，按照之前的跳题问题先反馈了,2026-01-27,维他,,,,37
fb-approval-0160,建议入库,,student,学生库,学生,使用问题,不处理,作业/布置/批改/反馈；结果页,老师好，今天给学生布置了一周的作业，下午看同一时间所所有作业显示提交，出现 完成 字样，但是学生根本还没动,学生未作答作业但是显示已完成,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-01-24,新航道北京,,,,37
fb-approval-0161,建议入库,,student,学生库,学生,使用问题,已处理,作业/布置/批改/反馈；题库/录题/单词书/模考；机构题库,你好，我们后台看了一下没有后面那几个空格，但是系统上有；可以帮我们把后面的空格清除掉吗,机构题库精听作业，空格和老师录入的不符,老师，您可以先确认作业是否已经成功布置、学生是否在对应班级内，以及作业状态是否已提交/已完成；如果状态正常但仍看不到，再提供学生账号和作业链接转人工排查。,2026-01-11,杭州青澜,,,,37
fb-approval-0162,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；AI批改,点击了好几次重新批改,AI批改失效,有道欠费了，现在已经好了,2026-06-03,新航道上海,,,,37
fb-approval-0163,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；AI批改,这个改不了 都不出结果,AI批改失败（Eva老师）,之前口语bug导致的，优化中了,2026-01-08,秒懂,,,,37
fb-approval-0164,建议入库,,teacher,老师库,老师,使用问题,不处理,作业/布置/批改/反馈；结果页,今天进阶词汇 英译中好像网页有bug；每个词都要翻译两遍，而且做完都对了却显示错了一半,单词都是正确的，但是结果页显示50分,是作业大纲关联的题目重复了,2026-04-20,秒懂,,,,37
fb-approval-0165,建议入库,,teacher,老师库,老师,使用问题,不处理,作业/布置/批改/反馈；结果页,老师，这里的时间为什么是0S,答题时间都是0s,题型训练布置的题目是不计时的,2026-04-04,至真国际,,,,37
fb-approval-0166,建议入库,,teacher,老师库,老师,使用问题,不处理,作业/布置/批改/反馈；结果页,说做了40分钟，才给他记了17分钟,答题时间计算不对,技术确认下开始作答时间和提交作业的时间,2026-02-07,西点国际,,,,37
fb-approval-0167,建议入库,,teacher,老师库,老师,使用问题,不处理,作业/布置/批改/反馈；结果页,老师，这个孩子今天的作文是写完的。但老师在批改作文的时候，就发现只有几个字,学生答题但是没有显示（新托福）,这个问题已经出现2次了，需要再观察下,2026-01-31,Highscore,,,,37
fb-approval-0168,建议入库,,teacher,老师库,老师,使用问题,已处理,作业/布置/批改/反馈；课堂反馈,怎么老师写不了反馈呢,老师不能填写反馈（可能是后进班导致,后入班需要在学员界面填写反馈,2026-01-11,探月,,,,37
fb-approval-0169,建议入库,,teacher,老师库,老师,使用问题,不处理,作业/布置/批改/反馈；题库/录题/单词书/模考；入学模考,老师好，请问我这边有校币但是批改不了入学模考是什么情况呀？,机构账户有校币但是无法批改,老师批改入学模考会使用机构校币，,2026-04-11,新航道广州,,,,37
fb-approval-0170,建议入库,,teacher,老师库,老师,使用问题,不处理,作业/布置/批改/反馈；题库/录题/单词书/模考；单词书,本单元学习到的是词组 point out ，turn into。但是布置下去的单词作业 显示的是分开的单词,词组变成分开的单词了,单词书中是分开的，不是词组,2026-03-28,新航道武汉,,,,37
fb-approval-0171,建议入库,,teacher,老师库,老师,使用问题,不处理,作业/布置/批改/反馈；题库/录题/单词书/模考；机构题库,你好，晨读写作这个系统自动批改的是不是有点不准确，学生提交后看到的分数和我们这边看到的不一样。学生作答内容与参考答案基本一致，分数只有45分，辛苦看一下是不是系统问题哦,机构题库AI批改标准需要确认下,老师发的这套题没有录入批改规则,2026-02-02,杭州青澜,,,,37
fb-approval-0172,建议入库,,student,学生库,学生,使用问题,已处理,音频/录音/听力；生词本,我所有的听力和阅读好像是都不能添加生词,无法添加生词本,技术查看未处理；学生开了插件导致,2026-01-07,秒懂,,,,36
fb-approval-0173,建议入库,,student,学生库,学生,使用问题,不处理,音频/录音/听力；答题,老师，那个口语我不知道为什么总是检测不到我的声音,repeat题无法录音,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-03-20,秒懂,,,,36
fb-approval-0174,建议入库,,student,学生库,学生,使用问题,不处理,音频/录音/听力；答题,有很多L&R题目，就是明明说话了，但是为什么系统老是录不进去,口语录音不完整,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-01-21,Highscore,,,,36
fb-approval-0175,建议入库,,student,学生库,学生,使用问题,未复现,音频/录音/听力；答题,"Hello,Doreen, 不好意思周末打扰你，是这样的，最近两天我都在刷题，但是校校的听力部分容易出现突然之间没有声音，然后需要立即退出，然后重新进入需要把听力全部听一遍到终止的位置",新托福听力音频无法播放,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-01-19,成外,,,,36
fb-approval-0176,建议入库,,student,学生库,学生,使用问题,不处理,音频/录音/听力；答题,老师 我们按照你说的办法又试了，还是不行,音频无法播放,老师，您可以先让学生使用 Chrome 浏览器重新进入，并刷新页面或清理缓存。如果音频超过 15 秒仍未加载，可按页面提示下载音频本地播放；仍不行的话，再提供学生账号、测试链接和截图转人工排查。,2026-01-02,智成教育,,,,36
fb-approval-0177,建议入库,,sales,销售库,销售,使用问题,不处理,作业/布置/批改/反馈；题库/录题/单词书/模考；结果页,老师这个孩子模考做了为啥没又啊,学生作答了入学模考但是没有显示,学生作答的是系统老师布置的题目，不是入学模考,2026-01-19,寄托,,,,35
fb-approval-0178,建议入库,,teacher,老师库,老师,使用问题,已处理,浏览器/网络/缓存；题库/录题/单词书/模考；机构题库,你们是自己增生吗？,机构题库录入问题，老师之前没用谷歌，机构题库出现了大量错乱问题。现在换成谷歌之后，还是出现类似情况,未复现这个问题，试卷数据先处理了,2026-01-26,壹思唯,,,,35
fb-approval-0179,建议入库,,teacher,老师库,老师,使用问题,不处理,权限/角色/公池；题库/录题/单词书/模考；机构题库,请问学生答题时为了看不到这个单词填空啊,机构题库录入错误，录了多根横线导致,和老师解释问题了，等回复,2026-01-20,唯学,,,,33
fb-approval-0180,建议入库,,sales,销售库,销售,使用问题,不处理,账号登录/密码/手机号；题库/录题/单词书/模考；入学模考,老师 ，学生胡博文前天做了入学模考，然是只能查到25年的模考记录，学生手机号是15839960358，请问可以查一下是什么情况吗[愉快],入学模考查询,学生在其他机构做的入学模考,2026-06-02,美世教育,,,,30
fb-approval-0181,建议入库,,academic,教务库,教务,使用问题,不处理,作业/布置/批改/反馈；班级/排课/课时/考勤；订单/合同/报课/收费；课消统计,这个剩余课时和剩余金额对不上是什么原因啊,反馈课时课消对不上,老师，您可以先检查班级课时、学生所在班级和转入班级配置是否完整；如果提示无剩余课时，通常需要先确认目标班级是否设置了总课时。,2026-05-31,图钉教育,,,,19
fb-approval-0182,建议入库,,student,学生库,学生,使用问题,已处理,AI助教,ai助教又又又用不了了,AI助教无法使用,题型的问题，之前技术没有加那几种题型，现在加上了,2026-05-29,秒懂,,,,14
fb-approval-0183,建议入库,,student,学生库,学生,使用问题,未复现,小程序/公众号/二维码；小程序,老师，这个是什么原因,小程序提交答题卡显示wrong,暂时未复现，询问了机构那边是否还有相同情况后再看,2026-02-09,中山莱斯,,,,14
fb-approval-0184,建议入库,,student,学生库,学生,使用问题,未复现,生词本,添加生词本失败是怎么回事儿呀？,无法添加生词本,问老师要了结果页，其他的单词添加都是没问题的,2026-03-21,秒懂,,,,14
fb-approval-0185,建议入库,,student,学生库,学生,使用问题,不处理,答题,学员做托福阅读二月 第八套， 出现了185道题 ？？？,新托福题目数量不对,新托福里面 Complete the Words 这个题目，一个空在作答结果这里算了一个题的,2026-05-30,超级学长,,,,14
fb-approval-0186,建议入库,,student,学生库,学生,使用问题,已处理,答题,咱这个系统最近是不是有什么问题啊,题目被自动跳过了,修改新托福写作分成两部分导致，在写作的一部分倒计时自己走完的情况会发生这种情况，目前已经修复,2026-05-28,秒懂,,,,14
fb-approval-0187,建议入库,,student,学生库,学生,使用问题,未复现,答题,老师们，请问这是什么原因？学生提交不了口语？,无法提交口语,试了断网，弱网等情况都没有复现出提交文件无法识别的问题,2026-05-27,一飞立思辰,,,,14
fb-approval-0188,建议入库,,student,学生库,学生,使用问题,未复现,答题,老师们好，现在新托福的测试系统有bugwords in complete 有的时候最后一个空写不进去字母,新托福答题会填写不了内容,作答了十几个相同题型的题目未出现相同情况,2026-05-04,题安,,,,14
fb-approval-0189,建议入库,,student,学生库,学生,使用问题,不处理,答题,这个听写句子的任务为什么学员端 都显示红色呢 看了一下并不是都错了,逐句精听都显示答错,因为结果页判断会把填写的单词挪到对的地方，作答的时候没填在对的地方也会有判断,2026-04-21,秒懂,,,,14
fb-approval-0190,建议入库,,student,学生库,学生,使用问题,不处理,答题,为什么新托福口语到了这个界面还要过好多秒才能到下一题啊,学生答题无法进行下一步,等回复，如果老师是觉得弹窗停留时间过就，需要确认下多久是合适的时间,2026-04-11,英廷,,,,14
fb-approval-0191,建议入库,,student,学生库,学生,使用问题,不处理,结果页,像这种也是有完整英文原文和中文翻译就好了,新托福complete the words在结果页没有显示英语原文,我找了同套题目有显示。老师没有发结果页链接,2026-03-12,秒懂,,,,14
fb-approval-0192,建议入库,,student,学生库,学生,使用问题,不处理,题库/录题/单词书/模考；入学模考,这套试卷老师设置的是40分钟，但是学生答题可以到65分钟，入学模考这块试卷是没有倒计时功能的吗？,学生实际作答时间和老师设置的倒计时时间不一致,这里机构题库推送填写这是建议时长，并不是里面题目具体的时间，如果需要里面题目也有倒计时，就需要在试卷里面设置具体的分类时长,2026-01-09,高顿紫藤,,,,14
fb-approval-0193,建议入库,,student,学生库,学生,使用问题,不处理,题库/录题/单词书/模考；客户端,sat 模考 dismo 死机 导致学生 在强监管模式下 只能重启电脑,SAT使用计算机导致客户端卡顿,客户端会比网页端更占内容，在电脑配置不高的时候还是建议使用网页端,2026-05-31,XYstudio,,,,14
fb-approval-0194,建议入库,,student,学生库,学生,使用问题,不处理,题库/录题/单词书/模考；答题,有个学生做入学测试，part3她前面都有正常答题，前面4题都答好了，然后在第五题答的中途就突然结束了，说是时间到了，学生说没有那个倒计时还在倒数，时间没有到，请问下这是什么情况呢,倒计时未结束但是直接提交了,因为口语整体的倒计时走完了，从录屏中可以看到在part3第4题的时候倒计时已经走完了,2026-04-06,曼哈顿国际,,,,14
fb-approval-0195,建议入库,,student,学生库,学生,使用问题,未复现,题库/录题/单词书/模考；答题,现在还有一个问题 我们自己的题库然后 interview 和listen and repeat 出现的先是interview 这个怎么解决,机构题库顺序问题,通过题目预览查看，答题顺序是和录题顺序一致的，需要老师发一个有问题的结果页进一步确认,2026-01-24,壹思唯,,,,14
fb-approval-0196,建议入库,,student,学生库,学生,使用问题,pending,题库/录题/单词书/模考；结果页,学生的这套模考题，router的12题，选的是C，但是学生端显示他选的是B。请问可以排查一下原因吗？不着急，等到五一假期结束后再沟通就好。,学生实际选择和结果页显示的不一样,目前看老师和学生端显示的答案都是一致的，这个再观察下,2026-05-03,佩格思,,,,14
fb-approval-0197,建议入库,,teacher,老师库,老师,使用问题,不处理,AI小新,AI助手分析异常没有出来结果,AI助教分析异常,确认下重新分析是否可以生成数据，这边尝试是可以正常返回数据的,2026-05-27,北外,,,,14
fb-approval-0198,建议入库,,teacher,老师库,老师,使用问题,不处理,其他,我们在校校维护好数据后，我这边接口刚开始拉不到，后边又拉到了，这个是什么问题呢,API问题,问题确认下来，就是token已经失效造成,2026-04-01,RoSSo,,,,14
fb-approval-0199,建议入库,,teacher,老师库,老师,使用问题,不处理,客户端,你们的MAC OS的桌面客户端，我一打开 电脑就会变成这样,MAC客户端打开后会占满内存,客户端会比网页端更占内容，在电脑配置不高的时候还是建议使用网页端,2026-05-31,利博塔,,,,14
fb-approval-0200,建议入库,,teacher,老师库,老师,使用问题,pending,结果页,但是你们79分的话，总分是给了4.5,新托福分数问题（目前是按照平均分算的）,pending，目前还没找到更好的解决方案,2026-04-14,壹思唯,,,,14
fb-approval-0201,建议入库,,teacher,老师库,老师,使用问题,已处理,结果页,为啥总是显示不出分数条呀,结果页报告显示不完整,这个昨晚上更新后，现在看数据是完整了的，后续再观察是否有问题,2026-03-22,寄托,,,,14
fb-approval-0202,建议入库,,teacher,老师库,老师,操作疑问,已处理,结果页,老师 专题训练的时候 是不是没有开倒计时 就不会有时间统计呀,题型训练计时统计问题,客户问题回复过了，但是superschool看开了倒计时也没有统计,2026-03-10,东西方,,,,14
fb-approval-0203,建议入库,,teacher,老师库,老师,使用问题,已处理,错题分析,阅读里面的错题统计， 题型分类也是很多很多错误的。 这里面 目的题里面还包含了 句子插入题 等其他题型,错题统计知识点分类错误（新托福,等回复，这个再次与机构老师沟通要一个学生信息排查问题,2026-04-04,飞虎,,,,14
fb-approval-0204,建议入库,,teacher,老师库,老师,使用问题,不处理,错题分析,1. 学生未答题的会在错题集里吗？ 2. 目前所有学生的错题都已经在错题集里了吗（先不管分类对错，是不是都在里面）,新托福错题问题,需要确认下之前作答的错题是否会显示在错题分析界面,2026-04-03,飞虎,,,,14
fb-approval-0205,建议入库,,teacher,老师库,老师,使用问题,,题库/录题/单词书/模考；单词书,词组没有发音,词组不发音,没有音标的单词，目前没有显示发音按钮，今天会处理,2026-06-10,杭州壹橙,,,,14
fb-approval-0206,建议入库,,teacher,老师库,老师,使用问题,客户未回复,题库/录题/单词书/模考；单词书,请问这个词汇发音不匹配的情况该怎么处理，目前这个词单我还在最后校对中，没有确认上传。,单词没有匹配发音,后台看是可以正常上传的，但是老师说不行，等老师发文档,2026-03-15,佩格思,,,,14
fb-approval-0207,建议入库,,teacher,老师库,老师,使用问题,,题库/录题/单词书/模考；单词书,不好意思，刚刚在忙，然后我又看了下，这个问题没有解决，它貌似直接把那些有超长单词的单元直接删了，这能怎么办啊？,单词无法上传,会做下优化，超过50字符的单词也会在上传时弹窗提示，和近期上线版本一起上线，这是客户上传的单词超过限制长度（50字符）,2026-02-10,亿思倍,,,,14
fb-approval-0208,建议入库,,teacher,老师库,老师,操作疑问,已处理,题库/录题/单词书/模考；单词书,老师这个单词上传错误是什么情况？,单词书无法上传,看了单词书是有特殊符号的，应该是老师格式化过,2026-02-03,广州花笙,,,,14
